"","X.1","source","X","Y","TreeID99","Status99","Notes99","DBH99","TreeID13","Status13","Notes13","DBH13","uid","dbh.delta"
"227",227,"Red-Tail Ridge",219.730409797936,108.126147060039,531,"L","4 PACES DOWNSLOPE FROM ROAD",16,531,"L",NA,25,230,9
"228",228,"Red-Tail Ridge",315.883775943887,164.150317690834,879,"L",NA,16,879,"L",NA,21,231,5
"229",229,"Red-Tail Ridge",51.6500709604809,225.423307048364,760,"L",NA,17,760,"D","Dead, broken",NA,232,NA
"230",230,"Red-Tail Ridge",526.381974611583,89.4659349124844,552,"L",NA,17,552,"L",NA,26,233,9
"231",231,"Red-Tail Ridge",383.968943206118,77.7398597645159,558,"L",NA,17,558,"L",NA,23,234,6
"232",232,"Red-Tail Ridge",207.121102988877,238.228076748312,706,"L",NA,17,706,"L",NA,21,235,4
"233",233,"Red-Tail Ridge",-44.6236836208499,84.9983932795573,774,"L",NA,17,774,"L",NA,22,236,5
"234",234,"Red-Tail Ridge",216.409839516103,186.016975712811,890,"L",NA,17,890,"L",NA,18,237,1
"235",235,"Red-Tail Ridge",210.685734109266,-70.9238334406348,632,"D","dead 98",17,632,"D",NA,NA,238,NA
"236",236,"Red-Tail Ridge",145.286704398133,166.141987507672,541,"L",NA,17,541,"L",NA,18,239,1
"237",237,"Red-Tail Ridge",520.845756497663,-27.4339463768012,599,"L",NA,17,599,"L",NA,27,240,10
"238",238,"Red-Tail Ridge",131.107127459855,154.139389815384,908,"L",NA,17,908,"L",NA,23,241,6
"239",239,"Red-Tail Ridge",260.773924857434,58.7590212731569,565,"L",NA,17,565,"L",NA,24,242,7
"240",240,"Red-Tail Ridge",251.732168832809,0.731936300615871,567,"L",NA,17,567,"L",NA,22,243,5
"241",241,"Red-Tail Ridge",155.782902801622,-44.0828446756819,658,"L",NA,17,658,"L",NA,23,244,6
"242",242,"Red-Tail Ridge",48.4041067542333,-104.757827627938,861,"L",NA,17,861,"L",NA,21,245,4
"243",243,"Red-Tail Ridge",162.130401557606,179.370425205629,536,"L",NA,18,536,"D","Dead, minor char no other obvious damage",NA,246,NA
"244",244,"Red-Tail Ridge",154.088775034704,204.71086542743,546,"L","In old road",18,546,"L","Char, scarring",22,247,4
"245",245,"Red-Tail Ridge",363.710304758575,-6.71340546590005,593,"L",NA,18,593,"L",NA,22,248,4
"246",246,"Red-Tail Ridge",-84.1136884104279,78.7142135957252,776,"L","Top leader broken out",18,776,"L","Canker; top broken, forked & resprouting",21,249,3
"247",247,"Red-Tail Ridge",-43.4735723892241,81.0805063114365,784,"L",NA,18,784,"L",NA,22,250,4
"248",248,"Red-Tail Ridge",25.3266060706913,-8.13160654114679,932,"L",NA,18,932,"D","Dead",NA,251,NA
"249",249,"Red-Tail Ridge",469.294939991492,63.7479317724775,596,"L",NA,18,596,"L",NA,24,252,6
"250",250,"Red-Tail Ridge",19.1380695042211,261.092220100211,742,"L",NA,18,742,"L",NA,22,253,4
"251",251,"Red-Tail Ridge",56.766891662817,207.038155137927,767,"L",NA,18,767,"L",NA,20,254,2
"252",252,"Red-Tail Ridge",210.879726436904,192.774608700746,896,"L",NA,18,896,"L",NA,24,255,6
"253",253,"Red-Tail Ridge",256.965134616473,160.740844272342,970,"L",NA,18,970,"L",NA,24,256,6
"254",254,"Red-Tail Ridge",-101.349892879485,16.597867734049,849,"L","dead leader; butt swell",18,849,"L","Heavy charing, scar at base",25,257,7
"255",255,"Red-Tail Ridge",153.027569768986,174.240324903484,537,"L","Basal scar",18,537,"L","Catface",19,258,1
"256",256,"Red-Tail Ridge",134.401019198798,162.807669924987,544,"L",NA,18,544,"L",NA,24,259,6
"257",257,"Red-Tail Ridge",12.2865065430214,263.298394470544,739,"L",NA,18,739,"L",NA,23,260,5
"258",258,"Red-Tail Ridge",-77.3338909181437,86.1922810665819,778,"L",NA,18,778,"L",NA,23,261,5
"259",259,"Red-Tail Ridge",-48.3940963903828,94.9819532045869,779,"L",NA,18,779,"L",NA,25,262,7
"260",260,"Red-Tail Ridge",-3.87566006003606,63.3816160972489,843,"L",NA,18,2001,"L","Previously tag #843",24,263,6
"261",261,"Red-Tail Ridge",315.668078813351,181.032613602219,877,"L",NA,19,877,"D","Dead, beetle damage",NA,264,NA
"262",262,"Red-Tail Ridge",371.988876569995,54.1705102460334,516,"L","SCAR ON UPHILL SIDE AT BASE",19,516,"L","Scar",24,265,5
"263",263,"Red-Tail Ridge",15.4098464238991,257.520469331868,740,"L",NA,19,740,"L",NA,22,266,3
"264",264,"Red-Tail Ridge",502.832489777229,-9.1033102160323,598,"L",NA,19,598,"L",NA,24,267,5
"265",265,"Red-Tail Ridge",-157.679212501813,207.597841039392,709,"L",NA,19,709,"L",NA,26,268,7
"266",266,"Red-Tail Ridge",87.7382062078832,143.737841821223,988,"L","dead top",19,988,"L",NA,23,269,4
"267",267,"Red-Tail Ridge",186.496153227652,63.4869369465432,591,"L",NA,19,591,"L",NA,26,270,7
"268",268,"Red-Tail Ridge",36.8579637308531,232.918624999852,755,"L",NA,19,755,"L","Char, damage",22,271,3
"269",269,"Red-Tail Ridge",54.0054653406696,201.046308086109,768,"L",NA,19,768,"L",NA,24,272,5
"270",270,"Red-Tail Ridge",312.703826301231,162.932769566421,880,"L",NA,19,880,"L","Damage",23,273,4
"271",271,"Red-Tail Ridge",260.062092638331,136.901268321634,884,"L",NA,19,884,"L","Curving slightly upslope",22,274,3
"272",272,"Red-Tail Ridge",-87.031916775266,48.841431822001,913,"L",NA,19,913,"L",NA,23,275,4
"273",273,"Red-Tail Ridge",125.45712253033,168.335664814734,976,"L",NA,19,976,"L",NA,24,276,5
"274",274,"Red-Tail Ridge",16.4807875969648,110.275263047447,842,"L","Sonderegger!",19,842,"L",NA,23,277,4
"275",275,"Red-Tail Ridge",136.353823532667,-88.2122146191917,662,"D","dead-lightning",20,662,"D",NA,NA,278,NA
"276",276,"Red-Tail Ridge",122.648131751048,138.348628238816,909,"L",NA,20,909,"L",NA,23,279,3
"277",277,"Red-Tail Ridge",223.093516949888,7.77700009419587,583,"L",NA,20,583,"L","Catface",24,280,4
"278",278,"Red-Tail Ridge",38.498961893587,245.43748995464,747,"L",NA,20,747,"L",NA,26,281,6
"279",279,"Red-Tail Ridge",38.6481990789653,208.767042493548,757,"L",NA,20,757,"L",NA,21,282,1
"280",280,"Red-Tail Ridge",40.574527886735,66.7331828011265,953,"L",NA,20,953,"L",NA,21,283,1
"281",281,"Red-Tail Ridge",88.3907180175277,141.454306998217,987,"L",NA,20,987,"L","Previously tag #987",23,284,3
"282",282,"Red-Tail Ridge",96.7992864661054,186.016113976097,995,"L",NA,20,995,"D","Dead; no scarring, lots of char",NA,285,NA
"283",283,"Red-Tail Ridge",151.37493194009,178.879049551886,538,"L","Basal scar",20,538,"L","Scar",22,286,2
"284",284,"Red-Tail Ridge",432.995597016814,-50.1473014267202,618,"L",NA,20,618,"L",NA,28,287,8
"285",285,"Red-Tail Ridge",51.4724284405426,128.041357031364,792,"L",NA,20,792,"L",NA,26,288,6
"286",286,"Red-Tail Ridge",54.7157601375004,65.439098347819,955,"L",NA,20,955,"L",NA,26,289,6
"287",287,"Red-Tail Ridge",570.502717867298,16.7409122211357,971,"L",NA,20,971,"L",NA,31,290,11
"288",288,"Red-Tail Ridge",226.87788513516,178.146996689637,889,"L",NA,21,889,"D","Dead, top broken, lots of beetle damage",23,291,2
"289",289,"Red-Tail Ridge",160.514539673916,54.3625132039539,651,"L",NA,21,651,"L",NA,25,292,4
"290",290,"Red-Tail Ridge",135.240164137542,171.123660995976,542,"L",NA,21,542,"L",NA,24,293,3
"291",291,"Red-Tail Ridge",18.3184339796982,254.429154613227,741,"L",NA,21,741,"L",NA,27,294,6
"292",292,"Red-Tail Ridge",82.6675098144151,220.895231966032,684,"L",NA,21,684,"L",NA,26,295,5
"293",293,"Red-Tail Ridge",-4.90353712902261,253.669109280357,812,"L",NA,21,812,"L",NA,27,296,6
"294",294,"Red-Tail Ridge",84.5697512053477,186.574960160016,697,"L",NA,21,697,"L",NA,27,297,6
"295",295,"Red-Tail Ridge",46.9039451102325,234.069525807408,753,"L",NA,21,753,"L",NA,23,298,2
"296",296,"Red-Tail Ridge",44.0398196876743,88.3299738586916,787,"L","6 ft tall scar; loss leader; internal scar from fire",21,787,"L","Deep long scar",24,299,3
"297",297,"Red-Tail Ridge",495.325390435628,104.057916594377,553,"L",NA,22,553,"L",NA,27,300,5
"298",298,"Red-Tail Ridge",3.88316377306285,230.512595669849,814,"L",NA,22,814,"L",NA,33,301,11
"299",299,"Red-Tail Ridge",64.9588946727194,239.968824606485,999,"L",NA,22,999,"L",NA,26,302,4
"300",300,"Red-Tail Ridge",314.978764283058,98.6578730536912,522,"L",NA,22,2104,"L","Previously tag #522",30,303,8
"301",301,"Red-Tail Ridge",62.6298916200922,129.555805256482,1,"L",NA,22,1,"L",NA,26,304,4
"302",302,"Red-Tail Ridge",-86.1008923824225,81.7087898022636,775,"L",NA,22,775,"L",NA,29,305,7
"303",303,"Red-Tail Ridge",75.3291693809745,142.807700283855,986,"L",NA,22,986,"L",NA,27,306,5
"304",304,"Red-Tail Ridge",41.062769350811,217.759322842862,756,"L",NA,22,756,"L",NA,26,308,4
"305",305,"Red-Tail Ridge",-5.64193809770282,269.136357172687,808,"L",NA,22,808,"L",NA,28,309,6
"306",306,"Red-Tail Ridge",-12.6102961934423,269.69828275671,810,"L",NA,22,810,"L",NA,27,310,5
"307",307,"Red-Tail Ridge",59.1913161204749,133.572445122211,3,"L",NA,22,2003,"L","Previously tag #3",26,311,4
"308",308,"Red-Tail Ridge",200.058290608665,35.3384527486228,575,"L",NA,23,575,"L","Scar",26,312,3
"309",309,"Red-Tail Ridge",112.699726745007,143.69728496472,650,"L",NA,23,650,"L",NA,27,313,4
"310",310,"Red-Tail Ridge",396.260282720002,230.218307783651,704,"L",NA,23,704,"L",NA,32,314,9
"311",311,"Red-Tail Ridge",361.634261101146,211.416040318837,705,"L",NA,23,705,"L",NA,34,315,11
"312",312,"Red-Tail Ridge",380.218105644619,3.1169899744794,527,"L",NA,23,527,"L",NA,26,317,3
"313",313,"Red-Tail Ridge",135.524526678791,28.0653285833214,644,"L",NA,23,644,"L",NA,27,318,4
"314",314,"Red-Tail Ridge",34.9449605379969,239.853013671961,744,"L",NA,23,744,"L",NA,28,319,5
"315",315,"Red-Tail Ridge",-35.2125879238436,69.7114312842993,785,"L","Scar 3 ft off ground",23,785,"L",NA,30,320,7
"316",316,"Red-Tail Ridge",-2.38068344193684,10.7392898438066,925,"L",NA,23,925,"L","Deep fire scar",26,321,3
"317",317,"Red-Tail Ridge",515.221866868892,-61.2686290551896,502,"L",NA,23,502,"D",NA,NA,322,NA
"318",318,"Red-Tail Ridge",301.336550561526,34.1836044007457,560,"L",NA,23,560,"L","Top-killed; lots of crown but it is growing under 559 crown",27,323,4
"319",319,"Red-Tail Ridge",31.7029850385836,230.95537386145,754,"L",NA,23,754,"L",NA,27,324,4
"320",320,"Red-Tail Ridge",535.659699761993,-28.7626491462635,600,"L",NA,23,600,"L",NA,30,325,7
"321",321,"Red-Tail Ridge",53.4697919195588,217.135436000556,762,"L",NA,23,762,"L",NA,25,326,2
"322",322,"Red-Tail Ridge",475.229734397051,1.348836074682,505,"L",NA,24,505,"L",NA,29,327,5
"323",323,"Red-Tail Ridge",81.5415189673206,190.385890449408,696,"L",NA,24,696,"L",NA,28,328,4
"324",324,"Red-Tail Ridge",-81.1928537347273,163.199861608416,731,"L",NA,24,731,"L",NA,29,329,5
"325",325,"Red-Tail Ridge",38.4586220057059,253.622457413204,749,"L",NA,24,749,"L",NA,29,330,5
"326",326,"Red-Tail Ridge",-14.7198192609975,279.818828059314,811,"L",NA,24,811,"L",NA,29,331,5
"327",327,"Red-Tail Ridge",-59.0840650302368,138.525929917481,730,"L",NA,24,730,"L",NA,28,332,4
"328",328,"Red-Tail Ridge",85.3839205241998,155.956487892993,991,"L",NA,24,991,"L","Heavy char",30,333,6
"329",329,"Red-Tail Ridge",85.1186275244118,161.220855432635,998,"L",NA,24,998,"L",NA,30,334,6
"330",330,"Red-Tail Ridge",54.0263800762782,206.789738576985,766,"L",NA,24,766,"L",NA,30,335,6
"331",331,"Red-Tail Ridge",-131.070220944155,67.6523996739975,676,"L",NA,25,676,"L","High scorch",30,336,5
"332",332,"Red-Tail Ridge",-111.940817973881,224.202256028585,824,"L","BASAL SCAR",25,824,"L",NA,27,337,2
"333",333,"Red-Tail Ridge",316.499903792997,182.817882989035,876,"L",NA,25,876,"L",NA,31,338,6
"334",334,"Red-Tail Ridge",68.0013547171979,18.602842702819,678,"L",NA,25,678,"L",NA,27,339,2
"335",335,"Red-Tail Ridge",29.8686421312935,43.2969308061521,948,"L",NA,26,948,"L",NA,32,340,6
"336",336,"Red-Tail Ridge",136.644622010132,-8.35806650536157,657,"L",NA,26,657,"L",NA,32,341,6
"337",337,"Red-Tail Ridge",2.61898918128157,21.642109316523,927,"L",NA,26,927,"L",NA,26,342,0
"338",338,"Red-Tail Ridge",334.646383323769,187.995710249078,509,"L",NA,26,509,"L",NA,33,343,7
"339",339,"Red-Tail Ridge",144.376703997151,38.4151967705369,585,"L","heavy Sapsucker damage",26,585,"L","High, heavy char",33,344,7
"340",340,"Red-Tail Ridge",350.219882058492,-7.23820698096088,594,"L",NA,26,594,"L",NA,31,345,5
"341",341,"Red-Tail Ridge",260.880831943069,71.7639715407479,562,"D","DEAD-lightning.",26,562,"D",NA,NA,346,NA
"342",342,"Red-Tail Ridge",255.225347110456,65.5956587147207,564,"L",NA,26,564,"L",NA,32,347,6
"343",343,"Red-Tail Ridge",-91.3992535354758,209.371241852556,830,"L",NA,27,830,"L",NA,35,348,8
"344",344,"Red-Tail Ridge",467.8210663865,17.1096733797465,506,"L",NA,27,506,"D","Dead, beetle holes",NA,349,NA
"345",345,"Red-Tail Ridge",55.7953681354906,134.701584603245,2,"L",NA,27,2,"L",NA,32,350,5
"346",346,"Red-Tail Ridge",-137.68613943329,55.630720002142,612,"L",NA,27,612,"L",NA,30,351,3
"347",347,"Red-Tail Ridge",33.4009502241751,-109.938103149555,859,"L","scar on firebreak side",27,859,"L","On road, damaged that looked burned over",29,352,2
"348",348,"Red-Tail Ridge",70.794310393873,-96.024244937703,865,"L",NA,27,865,"L","Scar/damage",28,353,1
"349",349,"Red-Tail Ridge",469.750905520164,27.9751258525537,507,"L",NA,27,507,"L",NA,31,354,4
"350",350,"Red-Tail Ridge",103.292309331302,-57.2565178211754,670,"L",NA,27,670,"L","High char",34,355,7
"351",351,"Red-Tail Ridge",17.8031976174045,-103.073789852686,858,"L",NA,28,858,"L",NA,29,356,1
"352",352,"Red-Tail Ridge",456.606644093286,44.2445351086487,508,"L",NA,28,508,"L",NA,31,357,3
"353",353,"Red-Tail Ridge",89.050130537901,158.038078484847,980,"L",NA,29,980,"D","Dead, fallen; probably broke 982 and 983 on the way down",NA,358,NA
"354",354,"Red-Tail Ridge",375.463836360808,67.3840549650105,515,"L",NA,29,515,"L","Char, damage?",34,359,5
"355",355,"Red-Tail Ridge",455.71787613093,28.8914168898851,525,"L",NA,29,525,"L",NA,34,360,5
"356",356,"Red-Tail Ridge",-78.7033787719459,54.0927737306899,915,"L",NA,29,915,"L",NA,32,361,3
"357",357,"Red-Tail Ridge",-54.8887599617923,-60.1097665097507,959,"L",NA,29,959,"L",NA,35,362,6
"358",358,"Red-Tail Ridge",22.3765057320945,275.097241449569,807,"L",NA,29,807,"L",NA,37,363,8
"359",359,"Red-Tail Ridge",76.745073631789,-47.5844898391407,673,"L",NA,30,673,"L",NA,32,364,2
"360",360,"Red-Tail Ridge",70.7885832662542,16.9946014709552,680,"L",NA,30,680,"L","Scar",42,365,12
"361",361,"Red-Tail Ridge",36.9380199055103,64.2370040199582,951,"L",NA,30,951,"L",NA,35,366,5
"362",362,"Red-Tail Ridge",372.979481371532,9.83987316286083,526,"L",NA,30,526,"D",NA,NA,367,NA
"363",363,"Red-Tail Ridge",554.387432710274,-65.2531019812402,501,"L",NA,30,501,"L",NA,38,368,8
"364",364,"Red-Tail Ridge",-12.7974407678905,159.08609464624,795,"L",NA,30,795,"L",NA,35,369,5
"365",365,"Red-Tail Ridge",16.9282095822777,-19.3371590555201,929,"L",NA,30,929,"L",NA,32,370,2
"366",366,"Red-Tail Ridge",492.948282043789,-22.1159777284068,503,"L",NA,30,503,"L",NA,37,371,7
"367",367,"Red-Tail Ridge",140.97146983877,-53.5507674221076,660,"L",NA,30,660,"L",NA,32,372,2
"368",368,"Red-Tail Ridge",-143.465453894711,255.677509897079,821,"L","BASAL SCAR",30,821,"L",NA,32,373,2
"369",369,"Red-Tail Ridge",328.45642726173,-27.9613258841122,566,"L",NA,31,566,"L","Dying, flagged crown growing downslope from possible former competition",34,374,3
"370",370,"Red-Tail Ridge",-98.0013735942995,55.448090802394,912,"L",NA,31,912,"L",NA,35,375,4
"371",371,"Red-Tail Ridge",142.205775938113,-48.966083055919,659,"L",NA,31,659,"L","Curved slightly upslope",34,376,3
"372",372,"Red-Tail Ridge",101.530445948567,9.77591660587809,682,"L",NA,31,682,"L",NA,35,377,4
"373",373,"Red-Tail Ridge",-49.819381343989,148.042119825752,734,"L",NA,31,734,"L",NA,37,378,6
"374",374,"Red-Tail Ridge",-89.4825968575496,-13.5319939265894,850,"L","sm. Butt swell",31,850,"L",NA,37,379,6
"375",375,"Red-Tail Ridge",-139.916864256778,274.570201514499,819,"L",NA,31,2014,"L","Previously tag #819",36,380,5
"376",376,"Red-Tail Ridge",586.356172541121,80.235803151648,603,"L",NA,31,603,"D",NA,NA,381,NA
"377",377,"Red-Tail Ridge",55.7538464690307,234.997422324901,752,"L",NA,32,752,"L","NOTE: 08 DBH rounded from 32.8",33,382,1
"378",378,"Red-Tail Ridge",-58.5511071922233,-85.8311006952886,855,"L",NA,32,855,"L","NOTE: 05dbh 35.3",34,383,2
"379",379,"Red-Tail Ridge",-133.438589363874,94.1330593818103,773,"L",NA,32,773,"L",NA,35,384,3
"380",380,"Red-Tail Ridge",356.696855773602,-5.40302325796372,595,"L",NA,32,595,"L","Scar",38,385,6
"381",381,"Red-Tail Ridge",-35.450554566903,-79.9969260715625,958,"L",NA,32,958,"L",NA,36,386,4
"382",382,"Red-Tail Ridge",41.0562725381237,35.6895290705174,952,"L",NA,33,952,"D","Dead",34,387,1
"383",383,"Red-Tail Ridge",274.812789655767,68.8636181789368,561,"L","DEFORMITY AT 10 FT",33,561,"L","Scar tissue?",39,388,6
"384",384,"Red-Tail Ridge",76.1893020509607,17.169748192314,679,"L",NA,33,679,"L",NA,35,389,2
"385",385,"Red-Tail Ridge",-42.4640996142528,-95.3737922280058,856,"L","weak crown",33,856,"L",NA,35,390,2
"386",386,"Red-Tail Ridge",29.2756746581239,-27.1098667151221,928,"L",NA,34,928,"D",NA,NA,391,NA
"387",387,"Red-Tail Ridge",-149.31671554866,85.1711715180711,771,"L",NA,34,771,"L",NA,35,392,1
"388",388,"Red-Tail Ridge",-127.521417732374,281.489663667475,817,"L","BASAL SCAR WITH CERAMBYCID",34,817,"L","Catface with char; untagged longleaf downslope from this one",38,393,4
"389",389,"Red-Tail Ridge",223.024270030025,-54.375042197106,1000,"L",NA,34,1000,"L",NA,35,394,1
"390",390,"Red-Tail Ridge",562.587821228072,79.297807213001,604,"L",NA,34,604,"L",NA,38,395,4
"391",391,"Red-Tail Ridge",68.4426380429585,-23.3001136847134,674,"L",NA,34,674,"L",NA,37,396,3
"392",392,"Red-Tail Ridge",-201.383215854825,204.152538254806,711,"D","dead- ""lead poisoning"" (RKS)",34,711,"D",NA,NA,397,NA
"393",393,"Red-Tail Ridge",89.3838308941507,-50.7776601930994,672,"L","sweeping",35,672,"L","Possible broken top?",38,398,3
"394",394,"Red-Tail Ridge",84.1667760280444,204.619367336462,683,"L","4' scar; bent crown; rot for ~ 7 rings adj. to pith",35,683,"L","Live but severe damage (beetle & burn)",36,399,1
"395",395,"Red-Tail Ridge",-37.7830193181509,-72.889323300496,964,"L",NA,35,964,"D",NA,NA,400,NA
"396",396,"Red-Tail Ridge",-73.7661220317886,246.574746383927,828,"L","BASAL SCAR",35,828,"L","Damage",36,401,1
"397",397,"Red-Tail Ridge",-30.7012198027795,93.382680956489,781,"L",NA,35,781,"L",NA,36,402,1
"398",398,"Red-Tail Ridge",-155.046148589278,143.415146206852,723,"L",NA,36,723,"D","Dead, found a live bark beetle on it; deep hole with char; some fras under bark",NA,403,NA
"399",399,"Red-Tail Ridge",128.098823141199,-89.0319690327008,663,"L",NA,36,663,"L","On road edge",38,404,2
"400",400,"Red-Tail Ridge",-41.2749526882141,250.204522411481,815,"L","BASAL SCAR",36,815,"L",NA,38,405,2
"401",401,"Red-Tail Ridge",-120.076993554409,296.486446679002,816,"L","rotten",36,816,"L",NA,40,406,4
"402",402,"Red-Tail Ridge",23.5948259210944,0.494155596197291,933,"L",NA,36,933,"L",NA,38,407,2
"403",403,"Red-Tail Ridge",589.083519155003,78.5428508853146,602,"L","LIGHTNING",36,602,"D",NA,NA,408,NA
"404",404,"Red-Tail Ridge",-92.2807147589453,39.5528720016408,914,"L",NA,36,914,"L",NA,38,409,2
"405",405,"Red-Tail Ridge",234.978029907917,-33.4046509751464,576,"L",NA,36,576,"L",NA,37,410,1
"406",406,"Red-Tail Ridge",-150.646239641384,258.245874788324,820,"L","BASAL SCAR",36,820,"D",NA,NA,411,NA
"407",407,"Red-Tail Ridge",39.7003164651994,284.266454347404,805,"L","BASAL SCAR",36,805,"L",NA,40,412,4
"408",408,"Red-Tail Ridge",-117.562544119241,-105.111075630552,854,"L","along firebreak",36,854,"L",NA,38,413,2
"409",409,"Red-Tail Ridge",-121.746353899589,227.623307520305,823,"L","BASAL SCAR",37,823,"L","8-10 inch fire scar",40,414,3
"410",410,"Red-Tail Ridge",30.4222731417803,30.1052370342257,945,"L",NA,37,945,"L",NA,38,415,1
"411",411,"Red-Tail Ridge",242.26360289751,-31.1005472012744,573,"L",NA,37,573,"L",NA,40,416,3
"412",412,"Red-Tail Ridge",-50.8365711645422,108.037044721857,780,"L",NA,37,780,"L",NA,40,417,3
"413",413,"Red-Tail Ridge",-62.533370322589,253.947628972585,827,"L",NA,37,827,"L",NA,40,418,3
"414",414,"Red-Tail Ridge",76.7724164772187,-98.2653859110545,864,"L",NA,38,864,"L","On road edge, lots of resin but no obvious damage",39,419,1
"415",415,"Red-Tail Ridge",-2.61698560043306,25.7674481927708,926,"L",NA,38,926,"L",NA,42,420,4
"416",416,"Red-Tail Ridge",-130.403962945653,228.625214785448,822,"L",NA,38,822,"L",NA,40,421,2
"417",417,"Red-Tail Ridge",-17.8194712701681,3.17434145164844,847,"L",NA,38,847,"L",NA,41,423,3
"418",418,"Red-Tail Ridge",417.548453441759,45.3709976698167,510,"L",NA,39,510,"L","Damage?",40,424,1
"419",419,"Red-Tail Ridge",-16.2275072558771,184.305814970381,797,"L",NA,39,797,"L",NA,42,425,3
"420",420,"Red-Tail Ridge",-55.6023650052271,29.1927560505255,845,"L",NA,39,845,"L",NA,41,426,2
"421",421,"Red-Tail Ridge",-24.925776181276,-6.26064547478392,921,"L",NA,39,921,"L",NA,43,427,4
"422",422,"Red-Tail Ridge",27.9383941365088,-88.0750028843207,947,"L",NA,39,947,"L",NA,42,428,3
"423",423,"Red-Tail Ridge",139.069499422618,-76.4549823774903,661,"L",NA,39,661,"L","Large catface; leaning upslope slightly",42,429,3
"424",424,"Red-Tail Ridge",96.0874641881686,8.91342952445494,681,"L","heavy Sapsucker damage",39,681,"L","Char, serious woodpecker damage",42,430,3
"425",425,"Red-Tail Ridge",-37.8144593602187,45.5489479932783,844,"L",NA,39,844,"L","Smaller fire scar",42,431,3
"426",426,"Red-Tail Ridge",-99.3509693830986,-74.8648441034816,853,"L","along firebreak",39,853,"L",NA,40,432,1
"427",427,"Red-Tail Ridge",25.4502269708577,-71.0811926400495,944,"L",NA,40,944,"L",NA,41,433,1
"428",428,"Red-Tail Ridge",-73.1962446603493,-30.7679990838255,965,"L",NA,40,965,"D",NA,NA,434,NA
"429",429,"Red-Tail Ridge",69.866181603131,-29.6568148694077,675,"L",NA,40,675,"L","High char, lots of resin",43,435,3
"430",430,"Red-Tail Ridge",-28.0757715409494,216.021372150649,736,"L",NA,40,736,"L",NA,43,436,3
"431",431,"Red-Tail Ridge",-92.5832676156065,224.106878738064,829,"L",NA,40,829,"L",NA,42,437,2
"432",432,"Red-Tail Ridge",-90.3069194334838,-39.82901332489,852,"L","along firebreak",40,852,"L",NA,43,438,3
"433",433,"Red-Tail Ridge",-20.3337442095641,-94.8448145468165,857,"L",NA,40,857,"L",NA,41,439,1
"434",434,"Red-Tail Ridge",340.409161459732,73.5263362653055,518,"L",NA,40,518,"L",NA,43,440,3
"435",435,"Red-Tail Ridge",19.1108526166006,189.641026177726,799,"L","Internal scar",40,799,"L","Mild fire scar",43,441,3
"436",436,"Red-Tail Ridge",100.734400453188,282.293853953606,802,"L","BASAL SCAR; ROT-BLUE STAIN",40,802,"D",NA,NA,442,NA
"437",437,"Red-Tail Ridge",-71.6395073401407,143.065652719519,729,"L",NA,41,729,"D","Possible dead",NA,443,NA
"438",438,"Red-Tail Ridge",46.6941758970393,4.38907020863812,930,"L",NA,41,930,"L",NA,42,444,1
"439",439,"Red-Tail Ridge",19.3952501722917,114.671331512084,840,"L",NA,41,840,"L",NA,43,445,2
"440",440,"Red-Tail Ridge",59.0081338601842,33.7940843689924,950,"L",NA,41,950,"L",NA,44,446,3
"441",441,"Red-Tail Ridge",420.498807997914,36.5124789498321,511,"L",NA,41,511,"L",NA,43,447,2
"442",442,"Red-Tail Ridge",115.296460583275,134.918947997769,910,"L",NA,41,910,"L",NA,44,448,3
"443",443,"Red-Tail Ridge",-142.242895853458,139.371763575571,724,"L",NA,42,724,"L",NA,44,449,2
"444",444,"Red-Tail Ridge",-12.2176593661423,-80.7813022896568,963,"L",NA,42,963,"L",NA,44,450,2
"445",445,"Red-Tail Ridge",309.256048628543,-33.8203448610543,617,"L","SMALL HEARTROT",42,617,"L","Woodpecker damage",43,451,1
"446",446,"Red-Tail Ridge",-11.1272318342644,132.533711604658,796,"L","Crown concentrated on dwnhill side; scar 5' tall",42,796,"L","Multiple fire scars",44,452,2
"447",447,"Red-Tail Ridge",324.095794766997,58.0181289871104,523,"L",NA,42,523,"L","Damage?",46,453,4
"448",448,"Red-Tail Ridge",152.328137355278,232.381443927829,549,"L",NA,42,549,"L",NA,45,454,3
"449",449,"Red-Tail Ridge",135.302741271249,241.225942554261,550,"L",NA,43,550,"L",NA,46,455,3
"450",450,"Red-Tail Ridge",261.010262325734,-14.5407759625341,614,"L",NA,44,614,"L",NA,45,456,1
"451",451,"Red-Tail Ridge",-29.710246681677,192.364987213201,735,"L",NA,44,735,"L",NA,46,457,2
"452",452,"Red-Tail Ridge",295.205083943901,161.212918326655,881,"L",NA,44,881,"L",NA,47,458,3
"453",453,"Red-Tail Ridge",-19.9564058541211,-40.5559103631715,961,"L",NA,44,961,"D",NA,NA,459,NA
"454",454,"Red-Tail Ridge",-96.6822958525302,256.609911633073,825,"L",NA,44,825,"L",NA,48,460,4
"455",455,"Red-Tail Ridge",470.005921228571,96.003820813815,551,"L",NA,44,551,"L",NA,48,461,4
"456",456,"Red-Tail Ridge",-79.5281280416817,259.388595363834,826,"L",NA,44,826,"L",NA,46,462,2
"457",457,"Red-Tail Ridge",393.548025690135,39.5341412011965,512,"L","Red-heart.",45,512,"L",NA,46,463,1
"458",458,"Red-Tail Ridge",163.911989188049,-83.1582816105335,636,"L","on edge of firebreak",45,636,"L","Right on road, has old killed roots",49,464,4
