"","X.1","source","X","Y","TreeID99","Status99","Notes99","DBH99","TreeID13","Status13","Notes13","DBH13","uid","dbh.delta"
"459",459,"Red-Tail Ridge",-13.6341194447979,4.9356647946333,919,"L",NA,45,919,"L","Minor char",48,465,3
"460",460,"Red-Tail Ridge",178.079761862065,24.0767193602114,570,"L",NA,45,570,"L","Catface, damage",46,466,1
"461",461,"Red-Tail Ridge",195.257343372492,204.042996621598,899,"L","MULTIPLE CAVITIES",45,899,"L",NA,48,467,3
"462",462,"Red-Tail Ridge",501.024968986622,42.0281458937583,597,"L","BASAL SCAR",46,2005,"L","Previously tag #597",49,468,3
"463",463,"Red-Tail Ridge",191.427641807278,134.813810143348,534,"L","BESIDE OLD ROAD",46,534,"L","Buttswell, damage?",48,469,2
"464",464,"Red-Tail Ridge",257.734070613432,-62.4341733983157,615,"L",NA,46,615,"L",NA,48,470,2
"465",465,"Red-Tail Ridge",26.3086082468908,86.5916112109691,786,"L",NA,46,786,"L",NA,47,471,1
"466",466,"Red-Tail Ridge",29.311189742908,126.960403889777,839,"L",NA,47,839,"L",NA,50,472,3
"467",467,"Red-Tail Ridge",-133.412652443337,96.5771927943306,772,"L",NA,47,772,"L",NA,49,473,2
"468",468,"Red-Tail Ridge",-116.990875635615,276.29648595173,818,"L",NA,48,818,"D","Confirmed dead",NA,474,NA
"469",469,"Red-Tail Ridge",226.422536937895,87.1714789379916,592,"L",NA,48,592,"L","Scar?",54,475,6
"470",470,"Red-Tail Ridge",94.0151738871775,301.302814242972,803,"L",NA,48,803,"L",NA,52,476,4
"471",471,"Red-Tail Ridge",306.679736697192,35.1356679520139,559,"L",NA,49,559,"L",NA,51,477,2
"472",472,"Red-Tail Ridge",97.8105316349419,85.0250545503503,656,"L",NA,49,656,"L",NA,52,478,3
"473",473,"Red-Tail Ridge",397.353182313815,170.520907557348,703,"L",NA,49,703,"L","NOTE: 08 DBH rounded from 49.8",51,479,2
"474",474,"Red-Tail Ridge",34.1699848502547,199.040623718348,759,"L",NA,50,759,"L",NA,54,480,4
"475",475,"Red-Tail Ridge",101.234038018456,214.292731234978,686,"L","BASAL SCAR",50,686,"L","scarring",54,481,4
"476",476,"Red-Tail Ridge",-96.6940370245298,129.728575124754,728,"L",NA,50,728,"L","Catface with char",53,482,3
"477",477,"Red-Tail Ridge",423.498078175803,126.543576393282,555,"L","15-D-2",54,555,"D",NA,NA,483,NA
"478",478,"Red-Tail Ridge",286.376448805776,15.4736363013814,613,"L",NA,54,613,"L",NA,57,484,3
"479",479,"Red-Tail Ridge",-110.98771955831,150.643672553522,726,"L",NA,56,726,"L","Leaning slightly; possible top damage",60,485,4
"480",480,"Red-Tail Ridge",70.3801865308066,274.036496916199,804,"L",NA,56,804,"L",NA,62,486,6
"481",481,"Red-Tail Ridge",432.058298230357,102.491662806305,556,"L","15-D-1.",56,2106,"L","Previously tag #556",60,487,4
"482",482,"Red-Tail Ridge",440.505790082144,151.196031311796,554,"L",NA,58,554,"D",NA,NA,488,NA
"483",483,"Red-Tail Ridge",341.125845105469,46.0985786304848,524,"L","15-D-3-Huge scar on southern side, OLDER.",71,524,"D","Long dead, lots of damage",NA,489,NA
"484",484,"Red-Tail Ridge",89.8065474985234,143.163487057264,NA,NA,NA,NA,2002,"L",NA,23,493,NA
"485",485,"Red-Tail Ridge",137.02787411539,287.074556320325,NA,NA,NA,NA,2004,"L","Knocked over, will die",7,494,NA
"486",486,"Red-Tail Ridge",-59.9074353936235,214.101855249439,NA,NA,NA,NA,2006,"L",NA,6,495,NA
"487",487,"Red-Tail Ridge",-55.2677504789947,235.617291678565,NA,NA,NA,NA,2007,"L",NA,5,496,NA
"488",488,"Red-Tail Ridge",-134.920814675587,205.195471990685,NA,NA,NA,NA,2008,"L",NA,4,497,NA
"489",489,"Red-Tail Ridge",-123.21339243854,201.815549922049,NA,NA,NA,NA,2009,"L",NA,4,498,NA
"490",490,"Red-Tail Ridge",-146.021757421736,181.126862693458,NA,NA,NA,NA,2010,"L",NA,4,499,NA
"491",491,"Red-Tail Ridge",-153.209975837683,181.216925893898,NA,NA,NA,NA,2011,"L","Deer rub",3,500,NA
"492",492,"Red-Tail Ridge",-137.783301626733,176.34984250202,NA,NA,NA,NA,2012,"L",NA,3,501,NA
"493",493,"Red-Tail Ridge",-139.275990472622,172.183119729003,NA,NA,NA,NA,2013,"L",NA,3,502,NA
"494",494,"Red-Tail Ridge",43.1378776154281,125.28117781549,NA,NA,NA,NA,2102,"L","Deep scar; next to 793 & 790",4,503,NA
"495",495,"Red-Tail Ridge",101.316406337432,147.926353263349,NA,NA,NA,NA,2103,"L","Probably mapped in plot 1 previously",19,504,NA
"496",496,"Caffey Hill",436.212629029538,275.364611450762,458,"L",NA,2,458,"L","Kind of being overtopped by adjacent blackjack oak",7,505,5
"497",497,"Caffey Hill",38.5869092918688,159.498778776833,222,"L","Adjacent to #219 w/blue flag.",2,222,NA,NA,NA,506,NA
"498",498,"Caffey Hill",466.141560477729,117.623435232237,271,"L",NA,2,271,"D",NA,NA,507,NA
"499",499,"Caffey Hill",685.062878167026,203.600239827227,392,"L",NA,3,392,"L",NA,8,508,5
"500",500,"Caffey Hill",559.022509503714,203.738898029529,87,"L",NA,3,87,"D",NA,NA,509,NA
"501",501,"Caffey Hill",3.3461220339751,174.26787847258,108,"L",NA,3,108,"D",NA,NA,510,NA
"502",502,"Caffey Hill",64.0003760580571,-117.38671928471,34,"L",NA,3,34,"D",NA,NA,511,NA
"503",503,"Caffey Hill",55.535531139259,151.757585580031,100,"L",NA,3,100,"D",NA,NA,512,NA
"504",504,"Caffey Hill",625.447886361363,187.081287562297,382,"L",NA,3,382,"D",NA,NA,513,NA
"505",505,"Caffey Hill",37.2651484291546,156.422340835806,220,"L",NA,3,220,"L",NA,11,514,8
"506",506,"Caffey Hill",492.956128284917,270.04868940985,454,"L",NA,3,454,"L",NA,7,515,4
"507",507,"Caffey Hill",673.14065025949,198.719822098407,394,"L",NA,3,394,"L",NA,8,516,5
"508",508,"Caffey Hill",516.023211408999,281.084060902709,73,"L",NA,3,73,"D",NA,NA,517,NA
"509",509,"Caffey Hill",452.480126879887,126.271760832707,335,"L",NA,3,335,"D",NA,NA,518,NA
"510",510,"Caffey Hill",698.813893556335,210.882106864068,350,"L",NA,3,350,"D","Dead, tag melted pics 102-0320 to 0321",NA,519,NA
"511",511,"Caffey Hill",748.721149487148,201.073946174705,361,"L",NA,3,361,"D",NA,NA,520,NA
"512",512,"Caffey Hill",759.009236124429,220.5153267305,368,"L",NA,3,368,"D",NA,NA,521,NA
"513",513,"Caffey Hill",498.459478960092,180.000368401089,411,"L",NA,3,411,"D",NA,NA,522,NA
"514",514,"Caffey Hill",518.050024666739,237.686025002632,81,"L",NA,3,81,"L",NA,10,523,7
"515",515,"Caffey Hill",658.908078054752,199.216231915712,388,"L",NA,3,388,"L","Damage",10,524,7
"516",516,"Caffey Hill",64.4864797424922,-110.800423872931,35,"L",NA,3,35,"D",NA,NA,525,NA
"517",517,"Caffey Hill",70.0192719532989,-111.190204402771,89,"L",NA,3,89,"D",NA,NA,526,NA
"518",518,"Caffey Hill",57.0703554051347,159.390917350806,105,"L",NA,3,105,"D",NA,NA,527,NA
"519",519,"Caffey Hill",468.376441520223,125.965437387096,299,"L",NA,3,299,"D","Dead",NA,528,NA
"520",520,"Caffey Hill",627.257820204121,180.882766530618,384,"L",NA,3,384,"D",NA,NA,529,NA
"521",521,"Caffey Hill",464.470234544792,268.373688455155,432,"L",NA,3,432,"D","Dead",NA,530,NA
"522",522,"Caffey Hill",578.204834399634,202.906371845337,482,"L",NA,3,482,"D",NA,NA,531,NA
"523",523,"Caffey Hill",72.6414868057569,-115.802005140883,90,"L",NA,4,90,"L",NA,7,532,3
"524",524,"Caffey Hill",482.097272302608,114.1583788001,330,"L",NA,4,330,"L",NA,7,533,3
"525",525,"Caffey Hill",669.629564899373,190.571544625777,395,"L",NA,4,395,"L","Scar",8,534,4
"526",526,"Caffey Hill",267.633368285419,237.541325058261,469,"L",NA,4,469,"L",NA,12,535,8
"527",527,"Caffey Hill",47.481514570659,159.273179707308,106,"L",NA,4,106,"D",NA,NA,536,NA
"528",528,"Caffey Hill",32.906975496634,210.13905149606,107,"L",NA,4,107,"D",NA,NA,537,NA
"529",529,"Caffey Hill",625.042015609039,180.505723264356,300,"L",NA,4,300,"D",NA,NA,538,NA
"530",530,"Caffey Hill",625.023567080423,179.830110996798,377,"L",NA,4,377,"D",NA,NA,539,NA
"531",531,"Caffey Hill",494.957117095803,269.99509003195,455,"L",NA,4,455,"D","Dead",NA,540,NA
"532",532,"Caffey Hill",621.309101421198,187.651898683697,383,"L",NA,4,383,"L","Looks like was recently suppressed by now fallen oak",4,541,0
"533",533,"Caffey Hill",369.731440425279,156.004631088057,254,"L",NA,4,254,"L",NA,6,542,2
"534",534,"Caffey Hill",478.206799094771,127.376342587117,323,"L",NA,4,323,"L","Scar",7,543,3
"535",535,"Caffey Hill",303.093256193254,189.432367394061,437,"L",NA,4,437,"L",NA,8,544,4
"536",536,"Caffey Hill",530.820349389871,272.861328212462,55,"L",NA,4,55,"D",NA,NA,545,NA
"537",537,"Caffey Hill",585.537163214477,242.810271482168,61,"L",NA,4,61,"D",NA,NA,546,NA
"538",538,"Caffey Hill",525.438679799624,283.012369511866,76,"L",NA,4,76,"D",NA,NA,547,NA
"539",539,"Caffey Hill",642.531387508876,163.557400925498,336,"L",NA,4,336,"D",NA,NA,548,NA
"540",540,"Caffey Hill",628.376815167635,185.77916463689,381,"L",NA,4,381,"D",NA,NA,549,NA
"541",541,"Caffey Hill",621.825701900484,180.740445212734,385,"L",NA,4,385,"D",NA,NA,550,NA
"542",542,"Caffey Hill",518.554564500556,196.189846580132,409,"L",NA,4,409,"D",NA,NA,551,NA
"543",543,"Caffey Hill",480.324724469019,267.717766737355,452,"L",NA,4,452,"D","Dead, possibly killed by fallen hw",NA,552,NA
"544",544,"Caffey Hill",72.3106138667696,-120.346728755754,92,"L",NA,4,92,"L",NA,8,553,4
"545",545,"Caffey Hill",461.862005310451,275.60639320725,453,"L",NA,4,453,"L",NA,9,554,5
"546",546,"Caffey Hill",502.116984476229,273.907904304888,50,"L",NA,4,50,"L","Scar",10,555,6
"547",547,"Caffey Hill",528.179806412838,281.130579525381,78,"L",NA,4,78,"L",NA,10,556,6
"548",548,"Caffey Hill",-0.814090612762907,38.8914805127577,248,"L",NA,4,248,"D",NA,NA,557,NA
"549",549,"Caffey Hill",740.250006217662,207.863817961383,363,"L",NA,4,363,"D",NA,NA,558,NA
"550",550,"Caffey Hill",727.521708574202,220.580346911791,366,"L",NA,4,366,"D","Dead",NA,559,NA
"551",551,"Caffey Hill",626.707772748265,175.986084150595,378,"L",NA,4,378,"D",NA,NA,560,NA
"552",552,"Caffey Hill",-55.4889483679267,111.785583189522,424,"L",NA,4,424,"D",NA,NA,561,NA
"553",553,"Caffey Hill",465.475027994733,268.57982056991,433,"L",NA,4,433,"D","Dead",NA,562,NA
"554",554,"Caffey Hill",523.268382338012,276.461186559128,77,"L",NA,4,77,"L","Lots of scarring",5,563,1
"555",555,"Caffey Hill",723.732083300316,222.398074685522,372,"L",NA,4,372,"L",NA,6,564,2
"556",556,"Caffey Hill",70.2367555052659,-119.717326131573,91,"L",NA,4,91,"L",NA,8,565,4
"557",557,"Caffey Hill",600.798874048928,184.516594893703,289,"L",NA,4,289,"L",NA,9,566,5
"558",558,"Caffey Hill",345.979732890154,158.615121506069,262,"L",NA,4,262,"L",NA,9,567,5
"559",559,"Caffey Hill",-62.0725632591806,125.59859430119,117,"L",NA,4,117,"L",NA,12,568,8
"560",560,"Caffey Hill",562.063913004831,250.580609247876,60,"L",NA,4,60,"D",NA,NA,569,NA
"561",561,"Caffey Hill",3.0140376391178,172.673696830496,142,"L",NA,4,142,"D",NA,NA,570,NA
"562",562,"Caffey Hill",495.519069901635,188.964140902973,478,"L",NA,4,478,"D",NA,NA,571,NA
"563",563,"Caffey Hill",75.6105541659272,155.713371611822,210,"L",NA,4,210,NA,NA,NA,572,NA
"564",564,"Caffey Hill",757.892288276305,196.845335109974,357,"L",NA,5,357,"L","Scarring;  overtopped by 356",6,573,1
"565",565,"Caffey Hill",315.763384671166,137.186170590372,445,"L",NA,5,445,"L","Hardwood fell and took top of crown off, still alive",8,574,3
"566",566,"Caffey Hill",524.017853504529,204.754829292621,480,"L",NA,5,480,"L","Old scar",10,575,5
"567",567,"Caffey Hill",604.654435493677,201.241518901943,488,"L",NA,5,488,"L",NA,10,576,5
"568",568,"Caffey Hill",579.609954404983,202.979360354257,483,"L",NA,5,483,"L",NA,15,577,10
"569",569,"Caffey Hill",49.7973485557972,160.868841224186,121,"L","Broken top.",5,121,"D",NA,NA,578,NA
"570",570,"Caffey Hill",466.468342124067,126.058644040715,275,"L",NA,5,275,"D",NA,NA,579,NA
"571",571,"Caffey Hill",364.502291389897,139.480955939314,447,"L",NA,5,447,"D","Dead, broken",NA,580,NA
"572",572,"Caffey Hill",602.030474499216,203.006987362666,487,"L",NA,5,487,"D",NA,NA,581,NA
"573",573,"Caffey Hill",74.5320740709189,-105.657275824654,8,"L",NA,5,8,"L",NA,7,582,2
"574",574,"Caffey Hill",597.641372577621,193.060913117459,486,"L",NA,5,486,"L","Scar; top damage?",7,583,2
"575",575,"Caffey Hill",630.693727017186,189.980721270326,387,"L",NA,5,387,"L",NA,7,584,2
"576",576,"Caffey Hill",-2.10978418440355,172.887127371286,112,"L",NA,5,112,"L",NA,12,585,7
"577",577,"Caffey Hill",455.587074224979,174.15205647713,319,"L",NA,5,319,"L",NA,13,586,8
"578",578,"Caffey Hill",519.60764820982,191.311658684919,408,"L",NA,5,408,"D","Dead",NA,587,NA
"579",579,"Caffey Hill",54.7336665669403,164.535059316059,124,"L",NA,5,124,"D","Dead and fallen",6,588,1
"580",580,"Caffey Hill",45.8117792504137,154.657592383663,228,"L",NA,5,228,"L",NA,6,589,1
"581",581,"Caffey Hill",532.144478229028,261.539455426066,56,"L",NA,5,56,"L",NA,11,590,6
"582",582,"Caffey Hill",167.747177364464,220.843460678444,460,"L",NA,5,460,"L","Forked",12,591,7
"583",583,"Caffey Hill",58.936911486555,209.674224606712,140,"L",NA,5,140,"L","Trunk curved along contour of slope",14,592,9
"584",584,"Caffey Hill",69.2601704308058,160.819895510151,252,"L",NA,5,252,"D","Dead",NA,593,NA
"585",585,"Caffey Hill",515.778026922432,169.792495476563,280,"L",NA,5,280,"D",NA,NA,594,NA
"586",586,"Caffey Hill",341.564938240014,237.49419715832,415,"L",NA,5,415,"D",NA,NA,595,NA
"587",587,"Caffey Hill",298.539149962836,190.08053129468,309,"L",NA,5,309,"L","Scar",7,596,2
"588",588,"Caffey Hill",51.5541831128874,162.518971826562,126,"L",NA,5,126,"L","Scar",10,597,5
"589",589,"Caffey Hill",556.892804275954,205.884047138074,86,"L",NA,5,86,"L",NA,11,598,6
"590",590,"Caffey Hill",664.212349466681,202.655155684805,389,"L",NA,5,389,"L",NA,12,599,7
"591",591,"Caffey Hill",-80.3296347673128,98.4964962734722,137,"L",NA,5,137,"D",NA,NA,600,NA
"592",592,"Caffey Hill",70.7528711340274,157.43186216993,229,"L",NA,5,229,"D",NA,NA,601,NA
"593",593,"Caffey Hill",623.028768584056,179.53525480787,284,"L",NA,5,284,"D",NA,NA,602,NA
"594",594,"Caffey Hill",25.2137737579701,142.994075446789,247,"L",NA,6,247,"L","Scaring",9,603,3
"595",595,"Caffey Hill",718.527636316481,238.530496802156,398,"L",NA,6,398,"L",NA,13,604,7
"596",596,"Caffey Hill",-61.9749257897478,95.801453920884,147,"L",NA,6,147,"L",NA,17,605,11
"597",597,"Caffey Hill",526.28486608917,268.690129985521,54,"L",NA,6,54,"D",NA,NA,606,NA
"598",598,"Caffey Hill",69.8279453167879,207.011731784663,143,"L",NA,6,143,"D","Dead",NA,607,NA
"599",599,"Caffey Hill",356.593452781799,163.478480825758,261,"L",NA,6,261,"D",NA,NA,608,NA
"600",600,"Caffey Hill",48.4387663332836,171.178549813081,136,"L",NA,6,136,"L","Scar",6,609,0
"601",601,"Caffey Hill",82.6494426495764,143.731380114832,249,"L",NA,6,249,"L",NA,8,610,2
"602",602,"Caffey Hill",66.2897332218288,-112.989695412364,88,"L",NA,6,88,"L",NA,9,611,3
"603",603,"Caffey Hill",615.563279085506,172.431490705878,380,"L",NA,6,380,"L","Deep old scar",10,612,4
"604",604,"Caffey Hill",735.590880585793,211.920084945254,365,"L",NA,6,365,"L",NA,10,613,4
"605",605,"Caffey Hill",-36.5676477117888,153.504550879857,101,"L",NA,6,101,"D",NA,NA,614,NA
"606",606,"Caffey Hill",80.9709644696304,161.844775899518,272,"L",NA,6,272,"D","POSSIBLE dead where should be",NA,615,NA
"607",607,"Caffey Hill",471.186514792332,127.187558580527,324,"L",NA,6,324,"L","Top is growing around 325",6,616,0
"608",608,"Caffey Hill",50.7646433357721,155.314233047045,246,"L",NA,6,246,"L","Tag severely damaged",7,617,1
"609",609,"Caffey Hill",55.8350642343089,162.156392417785,125,"L",NA,6,125,"L","Scar",9,618,3
"610",610,"Caffey Hill",520.730889186792,265.678126191328,52,"L",NA,6,52,"L",NA,10,619,4
"611",611,"Caffey Hill",314.477657728623,128.354241302565,444,"L",NA,6,444,"L",NA,12,620,6
"612",612,"Caffey Hill",495.19387648077,271.810832347938,456,"L",NA,6,456,"L",NA,14,621,8
"613",613,"Caffey Hill",96.363826725732,160.375880040526,270,"L",NA,6,270,"L",NA,16,622,10
"614",614,"Caffey Hill",20.8323887824217,152.079786880499,232,"L",NA,6,232,"D",NA,NA,623,NA
"615",615,"Caffey Hill",750.712254453904,202.338357468252,360,"L",NA,6,360,"D","Dead",NA,624,NA
"616",616,"Caffey Hill",202.805602865222,225.984111705496,422,"L",NA,6,422,"D",NA,NA,625,NA
"617",617,"Caffey Hill",45.5595218572996,159.937550212995,217,"L",NA,6,217,"L",NA,9,626,3
"618",618,"Caffey Hill",50.8076098807797,179.549844829235,123,"L",NA,6,123,"L",NA,10,627,4
"619",619,"Caffey Hill",474.432333603461,126.24732219879,325,"L",NA,6,325,"L","Scar",10,628,4
"620",620,"Caffey Hill",468.247614267496,124.30671130119,274,"L",NA,6,274,"L","forked at approx DBH",10,629,4
"621",621,"Caffey Hill",679.704527893214,201.060213389099,391,"L",NA,6,2268,"L","Previously tag #391; scar",10,630,4
"622",622,"Caffey Hill",554.57551056057,175.771912442377,53,"L",NA,6,53,"L","Old scar",12,631,6
"623",623,"Caffey Hill",71.8843004153037,171.005547728144,297,"L",NA,6,297,"L",NA,12,632,6
"624",624,"Caffey Hill",745.888479088687,251.437042659502,62,"L",NA,6,62,"L",NA,14,633,8
"625",625,"Caffey Hill",524.368922627361,227.891529736486,84,"L",NA,6,84,"L","Almost overtopped by adjacent blackjack oak",14,634,8
"626",626,"Caffey Hill",-0.995524876436614,142.896532254007,144,"L",NA,6,144,"L",NA,17,635,11
"627",627,"Caffey Hill",550.913554076003,161.961377586537,285,"L",NA,6,285,"L",NA,17,636,11
"628",628,"Caffey Hill",371.353486804509,124.774634731563,449,"L",NA,6,449,"L",NA,20,637,14
"629",629,"Caffey Hill",431.096562552407,198.612533346954,318,"L",NA,6,318,"D",NA,NA,638,NA
"630",630,"Caffey Hill",574.668164051299,144.53825879511,332,"L",NA,7,332,"D","Dead",10,639,3
"631",631,"Caffey Hill",497.37519185022,174.923522073538,412,"L",NA,7,412,"L",NA,11,640,4
"632",632,"Caffey Hill",575.350661009527,144.425758244283,333,"L",NA,7,333,"D","Dead",13,641,6
"633",633,"Caffey Hill",638.999408265214,190.211927936502,390,"L",NA,7,390,"L","Scar",13,642,6
"634",634,"Caffey Hill",557.834426578027,190.261175737909,481,"L",NA,7,481,"L",NA,13,643,6
"635",635,"Caffey Hill",57.1864638958799,214.922005264899,141,"L",NA,7,141,"L",NA,17,644,10
"636",636,"Caffey Hill",-11.8175768084175,93.5565865045169,221,"L",NA,7,221,"L",NA,7,645,0
"637",637,"Caffey Hill",276.595429786024,200.994353636562,303,"L",NA,7,303,"L",NA,8,646,1
"638",638,"Caffey Hill",55.1399019515236,170.715995773028,132,"L",NA,7,132,"L","Scar",9,647,2
"639",639,"Caffey Hill",72.0451182718515,206.426916623143,145,"L",NA,7,145,"L",NA,11,648,4
"640",640,"Caffey Hill",62.9951406332312,162.410751665644,134,"L",NA,7,134,"L",NA,12,649,5
"641",641,"Caffey Hill",752.29328194167,192.424395603669,356,"L",NA,7,356,"L",NA,12,650,5
"642",642,"Caffey Hill",125.090745199574,14.2518583144515,173,"L",NA,7,173,"L",NA,15,651,8
"643",643,"Caffey Hill",540.879232565562,270.194845955071,79,"L",NA,7,79,"L",NA,15,652,8
"644",644,"Caffey Hill",201.203135584262,226.641383079638,421,"L",NA,7,421,"D",NA,NA,653,NA
"645",645,"Caffey Hill",18.305296104661,153.512462472988,218,"L",NA,7,218,"L",NA,10,654,3
"646",646,"Caffey Hill",493.746307286683,274.526299670399,457,"L",NA,7,457,"L",NA,11,655,4
"647",647,"Caffey Hill",740.572843316233,209.528266906037,364,"L",NA,7,364,"L",NA,13,656,6
"648",648,"Caffey Hill",-14.7915618832449,156.50255492181,103,"L",NA,7,103,"L",NA,16,657,9
"649",649,"Caffey Hill",60.4463525912814,213.612355584621,119,"L",NA,7,119,"D",NA,NA,658,NA
"650",650,"Caffey Hill",338.617371509958,144.947822750817,461,"L",NA,7,461,"D",NA,NA,659,NA
"651",651,"Caffey Hill",305.541339630789,181.689352852731,438,"L",NA,7,438,"L",NA,12,660,5
"652",652,"Caffey Hill",737.937770281983,229.455053927243,376,"L",NA,7,376,"L",NA,12,661,5
"653",653,"Caffey Hill",743.965037312105,205.506161504789,362,"L",NA,7,362,"L",NA,14,662,7
"654",654,"Caffey Hill",56.4079785347013,207.992736263793,115,"L",NA,7,115,"L","Scar",14,663,7
"655",655,"Caffey Hill",79.1429554258545,164.446473378,128,"L",NA,7,128,"L",NA,14,664,7
"656",656,"Caffey Hill",752.876641696462,214.905337989346,370,"L",NA,8,370,"L",NA,12,665,4
"657",657,"Caffey Hill",518.420415346265,274.143827746138,75,"L",NA,8,75,"L",NA,14,666,6
"658",658,"Caffey Hill",106.369984167807,-100.5901907153,427,"L",NA,8,427,"L",NA,15,667,7
"659",659,"Caffey Hill",533.142462456985,160.457165738296,283,"L",NA,8,283,"L",NA,15,668,7
"660",660,"Caffey Hill",-0.972465547812692,-92.7949045516957,440,"L",NA,8,440,"L",NA,15,669,7
"661",661,"Caffey Hill",525.026313148683,176.50660181875,296,"L",NA,8,296,"D",NA,NA,670,NA
"662",662,"Caffey Hill",251.104833411951,246.305447745762,468,"L",NA,8,468,"D",NA,NA,671,NA
"663",663,"Caffey Hill",52.4197005923823,149.686789630231,211,"L",NA,8,211,"L",NA,13,672,5
"664",664,"Caffey Hill",-78.7126738891279,27.56582973944,131,"L",NA,8,131,"L","Scar",14,673,6
"665",665,"Caffey Hill",329.96417505559,144.17231009009,463,"L",NA,8,463,"L",NA,14,674,6
"666",666,"Caffey Hill",468.361929209436,116.95179982401,326,"L",NA,8,326,"L",NA,15,675,7
"667",667,"Caffey Hill",3.29006185612821,157.065545212764,146,"L",NA,8,146,"L","Damage",15,676,7
"668",668,"Caffey Hill",535.625854991678,164.653872513181,287,"L",NA,8,287,"L",NA,16,677,8
"669",669,"Caffey Hill",78.3448420204912,-119.270179545368,93,"L",NA,8,93,"D",NA,NA,678,NA
"670",670,"Caffey Hill",55.0606259582132,-108.532103403047,195,"L","Dead top.",8,195,"D","Dead",NA,679,NA
"671",671,"Caffey Hill",39.9645317642128,156.786722017099,241,"L",NA,8,241,NA,NA,NA,680,NA
"672",672,"Caffey Hill",704.755220293421,256.189673606021,493,"L",NA,8,493,NA,NA,NA,681,NA
"673",673,"Caffey Hill",751.369975984447,214.1653308345,374,"L",NA,8,374,"L",NA,13,682,5
"674",674,"Caffey Hill",302.226809056826,114.932288403954,443,"L",NA,8,443,"L",NA,20,683,12
"675",675,"Caffey Hill",48.6940345202655,199.750471844597,425,"L",NA,8,425,"L","Tag almost all eaten",22,684,14
"676",676,"Caffey Hill",518.97573213977,178.959749646091,294,"L",NA,8,294,"D",NA,NA,685,NA
"677",677,"Caffey Hill",23.7678084806452,159.033742583225,226,"L",NA,8,226,"L","Damage; Re-measure confirms dbh",8,686,0
"678",678,"Caffey Hill",755.663004679705,203.257554811217,359,"L",NA,8,359,"L","Scar",13,687,5
"679",679,"Caffey Hill",-15.5461554114024,92.9083260635156,244,"L",NA,8,244,"L",NA,15,688,7
"680",680,"Caffey Hill",-71.9584492557476,-42.5551592725018,150,"L",NA,8,150,"L",NA,16,689,8
"681",681,"Caffey Hill",4.64209645451423,26.5979499305301,215,"L",NA,9,215,"L",NA,11,690,2
"682",682,"Caffey Hill",49.9907672781949,176.663191375389,120,"L",NA,9,120,"L",NA,15,691,6
"683",683,"Caffey Hill",65.5562995375959,162.257115686607,135,"L",NA,9,135,"L",NA,15,692,6
"684",684,"Caffey Hill",451.394736828615,127.368596201552,268,"L",NA,9,268,"L","Buttswell?, old scar",15,693,6
"685",685,"Caffey Hill",633.691928749151,181.849539821118,386,"L",NA,9,386,"L",NA,15,694,6
"686",686,"Caffey Hill",317.545811834963,129.603568177506,442,"L",NA,9,2118,"L","PREVIOUSLy tag #442 scar pictures 102-0351",17,695,8
"687",687,"Caffey Hill",746.703228106469,183.406372964066,354,"L",NA,9,354,"L",NA,19,696,10
"688",688,"Caffey Hill",630.405504702892,172.667530450331,379,"L",NA,9,379,"D",NA,NA,697,NA
"689",689,"Caffey Hill",725.310514517227,226.756726482312,373,"L",NA,9,373,"L",NA,14,698,5
"690",690,"Caffey Hill",76.3736059536492,155.897505796715,239,"L",NA,9,239,"L","Sprout (?) at base is broken and dead",14,699,5
"691",691,"Caffey Hill",739.916600394778,225.126753517302,375,"L",NA,9,375,"L",NA,15,700,6
"692",692,"Caffey Hill",461.586273324741,123.667671525397,269,"L",NA,9,269,"L",NA,15,701,6
"693",693,"Caffey Hill",363.937154385017,161.210348026712,259,"L",NA,9,259,"L","Damage",16,702,7
"694",694,"Caffey Hill",278.269138597557,198.248537401102,302,"L",NA,9,302,"L",NA,17,703,8
"695",695,"Caffey Hill",192.9558811427,239.379246435161,423,"L",NA,9,423,"L",NA,18,704,9
"696",696,"Caffey Hill",461.975420506941,266.102025066237,431,"L",NA,9,431,"L",NA,19,705,10
"697",697,"Caffey Hill",62.2106071463269,-108.189095376962,30,"L",NA,9,30,"D",NA,NA,706,NA
"698",698,"Caffey Hill",194.615131849536,230.051110090451,459,"L",NA,9,459,"L",NA,17,707,8
"699",699,"Caffey Hill",514.829361088527,134.191682028447,293,"L",NA,9,293,"L",NA,21,708,12
"700",700,"Caffey Hill",86.6024480699291,229.474650112506,282,"L",NA,9,282,"L",NA,22,709,13
"701",701,"Caffey Hill",165.646697667065,24.1646757064092,172,"L",NA,9,172,NA,NA,NA,710,NA
"702",702,"Caffey Hill",-37.5619599311518,42.6067971822636,235,"L",NA,9,235,"L",NA,14,711,5
"703",703,"Caffey Hill",293.454325184565,186.151061237621,308,"L",NA,9,308,"L",NA,15,712,6
"704",704,"Caffey Hill",420.729100932935,141.186989046784,265,"L",NA,9,265,"L",NA,18,713,9
"705",705,"Caffey Hill",362.695888901978,160.717972817177,260,"L",NA,10,260,"L","Scar",15,714,5
"706",706,"Caffey Hill",554.113926326196,299.556746298314,58,"L",NA,10,58,"L","Scar",17,715,7
"707",707,"Caffey Hill",446.206212642197,132.053124950326,278,"L",NA,10,278,"L","Sap bubbles",18,716,8
"708",708,"Caffey Hill",364.502291389897,139.480955939314,448,"L",NA,10,448,"L",NA,20,717,10
