"","source","X","Y","TreeID","Year","Status","DBH","Notes"
"318","Red-Tail Ridge",34.9449605379969,239.853013671961,744,1999,"L",23,NA
"319","Red-Tail Ridge",-35.2125879238436,69.7114312842993,785,1999,"L",23,"Scar 3 ft off ground"
"320","Red-Tail Ridge",-2.38068344193684,10.7392898438066,925,1999,"L",23,NA
"321","Red-Tail Ridge",515.221866868892,-61.2686290551896,502,1999,"L",23,NA
"322","Red-Tail Ridge",301.336550561526,34.1836044007457,560,1999,"L",23,NA
"323","Red-Tail Ridge",31.7029850385836,230.95537386145,754,1999,"L",23,NA
"324","Red-Tail Ridge",535.659699761993,-28.7626491462635,600,1999,"L",23,NA
"325","Red-Tail Ridge",53.4697919195588,217.135436000556,762,1999,"L",23,NA
"326","Red-Tail Ridge",475.229734397051,1.348836074682,505,1999,"L",24,NA
"327","Red-Tail Ridge",81.5415189673206,190.385890449408,696,1999,"L",24,NA
"328","Red-Tail Ridge",-81.1928537347273,163.199861608416,731,1999,"L",24,NA
"329","Red-Tail Ridge",38.4586220057059,253.622457413204,749,1999,"L",24,NA
"330","Red-Tail Ridge",-14.7198192609975,279.818828059314,811,1999,"L",24,NA
"331","Red-Tail Ridge",-59.0840650302368,138.525929917481,730,1999,"L",24,NA
"332","Red-Tail Ridge",85.3839205241998,155.956487892993,991,1999,"L",24,NA
"333","Red-Tail Ridge",85.1186275244118,161.220855432635,998,1999,"L",24,NA
"334","Red-Tail Ridge",54.0263800762782,206.789738576985,766,1999,"L",24,NA
"335","Red-Tail Ridge",-131.070220944155,67.6523996739975,676,1999,"L",25,NA
"336","Red-Tail Ridge",-111.940817973881,224.202256028585,824,1999,"L",25,"BASAL SCAR"
"337","Red-Tail Ridge",316.499903792997,182.817882989035,876,1999,"L",25,NA
"338","Red-Tail Ridge",68.0013547171979,18.602842702819,678,1999,"L",25,NA
"339","Red-Tail Ridge",29.8686421312935,43.2969308061521,948,1999,"L",26,NA
"340","Red-Tail Ridge",136.644622010132,-8.35806650536157,657,1999,"L",26,NA
"341","Red-Tail Ridge",2.61898918128157,21.642109316523,927,1999,"L",26,NA
"342","Red-Tail Ridge",334.646383323769,187.995710249078,509,1999,"L",26,NA
"343","Red-Tail Ridge",144.376703997151,38.4151967705369,585,1999,"L",26,"heavy Sapsucker damage"
"344","Red-Tail Ridge",350.219882058492,-7.23820698096088,594,1999,"L",26,NA
"345","Red-Tail Ridge",260.880831943069,71.7639715407479,562,1999,"D",26,"DEAD-lightning."
"346","Red-Tail Ridge",255.225347110456,65.5956587147207,564,1999,"L",26,NA
"347","Red-Tail Ridge",-91.3992535354758,209.371241852556,830,1999,"L",27,NA
"348","Red-Tail Ridge",467.8210663865,17.1096733797465,506,1999,"L",27,NA
"349","Red-Tail Ridge",55.7953681354906,134.701584603245,2,1999,"L",27,NA
"350","Red-Tail Ridge",-137.68613943329,55.630720002142,612,1999,"L",27,NA
"351","Red-Tail Ridge",33.4009502241751,-109.938103149555,859,1999,"L",27,"scar on firebreak side"
"352","Red-Tail Ridge",70.794310393873,-96.024244937703,865,1999,"L",27,NA
"353","Red-Tail Ridge",469.750905520164,27.9751258525537,507,1999,"L",27,NA
"354","Red-Tail Ridge",103.292309331302,-57.2565178211754,670,1999,"L",27,NA
"355","Red-Tail Ridge",17.8031976174045,-103.073789852686,858,1999,"L",28,NA
"356","Red-Tail Ridge",456.606644093286,44.2445351086487,508,1999,"L",28,NA
"357","Red-Tail Ridge",89.050130537901,158.038078484847,980,1999,"L",29,NA
"358","Red-Tail Ridge",375.463836360808,67.3840549650105,515,1999,"L",29,NA
"359","Red-Tail Ridge",455.71787613093,28.8914168898851,525,1999,"L",29,NA
"360","Red-Tail Ridge",-78.7033787719459,54.0927737306899,915,1999,"L",29,NA
"361","Red-Tail Ridge",-54.8887599617923,-60.1097665097507,959,1999,"L",29,NA
"362","Red-Tail Ridge",22.3765057320945,275.097241449569,807,1999,"L",29,NA
"363","Red-Tail Ridge",76.745073631789,-47.5844898391407,673,1999,"L",30,NA
"364","Red-Tail Ridge",70.7885832662542,16.9946014709552,680,1999,"L",30,NA
"365","Red-Tail Ridge",36.9380199055103,64.2370040199582,951,1999,"L",30,NA
"366","Red-Tail Ridge",372.979481371532,9.83987316286083,526,1999,"L",30,NA
"367","Red-Tail Ridge",554.387432710274,-65.2531019812402,501,1999,"L",30,NA
"368","Red-Tail Ridge",-12.7974407678905,159.08609464624,795,1999,"L",30,NA
"369","Red-Tail Ridge",16.9282095822777,-19.3371590555201,929,1999,"L",30,NA
"370","Red-Tail Ridge",492.948282043789,-22.1159777284068,503,1999,"L",30,NA
"371","Red-Tail Ridge",140.97146983877,-53.5507674221076,660,1999,"L",30,NA
"372","Red-Tail Ridge",-143.465453894711,255.677509897079,821,1999,"L",30,"BASAL SCAR"
"373","Red-Tail Ridge",328.45642726173,-27.9613258841122,566,1999,"L",31,NA
"374","Red-Tail Ridge",-98.0013735942995,55.448090802394,912,1999,"L",31,NA
"375","Red-Tail Ridge",142.205775938113,-48.966083055919,659,1999,"L",31,NA
"376","Red-Tail Ridge",101.530445948567,9.77591660587809,682,1999,"L",31,NA
"377","Red-Tail Ridge",-49.819381343989,148.042119825752,734,1999,"L",31,NA
"378","Red-Tail Ridge",-89.4825968575496,-13.5319939265894,850,1999,"L",31,"sm. Butt swell"
"379","Red-Tail Ridge",-139.916864256778,274.570201514499,819,1999,"L",31,NA
"380","Red-Tail Ridge",586.356172541121,80.235803151648,603,1999,"L",31,NA
"381","Red-Tail Ridge",55.7538464690307,234.997422324901,752,1999,"L",32,NA
"382","Red-Tail Ridge",-58.5511071922233,-85.8311006952886,855,1999,"L",32,NA
"383","Red-Tail Ridge",-133.438589363874,94.1330593818103,773,1999,"L",32,NA
"384","Red-Tail Ridge",356.696855773602,-5.40302325796372,595,1999,"L",32,NA
"385","Red-Tail Ridge",-35.450554566903,-79.9969260715625,958,1999,"L",32,NA
"386","Red-Tail Ridge",41.0562725381237,35.6895290705174,952,1999,"L",33,NA
"387","Red-Tail Ridge",274.812789655767,68.8636181789368,561,1999,"L",33,"DEFORMITY AT 10 FT"
"388","Red-Tail Ridge",76.1893020509607,17.169748192314,679,1999,"L",33,NA
"389","Red-Tail Ridge",-42.4640996142528,-95.3737922280058,856,1999,"L",33,"weak crown"
"390","Red-Tail Ridge",29.2756746581239,-27.1098667151221,928,1999,"L",34,NA
"391","Red-Tail Ridge",-149.31671554866,85.1711715180711,771,1999,"L",34,NA
"392","Red-Tail Ridge",-127.521417732374,281.489663667475,817,1999,"L",34,"BASAL SCAR WITH CERAMBYCID"
"393","Red-Tail Ridge",223.024270030025,-54.375042197106,1000,1999,"L",34,NA
"394","Red-Tail Ridge",562.587821228072,79.297807213001,604,1999,"L",34,NA
"395","Red-Tail Ridge",68.4426380429585,-23.3001136847134,674,1999,"L",34,NA
"396","Red-Tail Ridge",-201.383215854825,204.152538254806,711,1999,"D",34,"dead- ""lead poisoning"" (RKS)"
"397","Red-Tail Ridge",89.3838308941507,-50.7776601930994,672,1999,"L",35,"sweeping"
"398","Red-Tail Ridge",84.1667760280444,204.619367336462,683,1999,"L",35,"4' scar; bent crown; rot for ~ 7 rings adj. to pith"
"399","Red-Tail Ridge",-37.7830193181509,-72.889323300496,964,1999,"L",35,NA
"400","Red-Tail Ridge",-73.7661220317886,246.574746383927,828,1999,"L",35,"BASAL SCAR"
"401","Red-Tail Ridge",-30.7012198027795,93.382680956489,781,1999,"L",35,NA
"402","Red-Tail Ridge",-155.046148589278,143.415146206852,723,1999,"L",36,NA
"403","Red-Tail Ridge",128.098823141199,-89.0319690327008,663,1999,"L",36,NA
"404","Red-Tail Ridge",-41.2749526882141,250.204522411481,815,1999,"L",36,"BASAL SCAR"
"405","Red-Tail Ridge",-120.076993554409,296.486446679002,816,1999,"L",36,"rotten"
"406","Red-Tail Ridge",23.5948259210944,0.494155596197291,933,1999,"L",36,NA
"407","Red-Tail Ridge",589.083519155003,78.5428508853146,602,1999,"L",36,"LIGHTNING"
"408","Red-Tail Ridge",-92.2807147589453,39.5528720016408,914,1999,"L",36,NA
"409","Red-Tail Ridge",234.978029907917,-33.4046509751464,576,1999,"L",36,NA
"410","Red-Tail Ridge",-150.646239641384,258.245874788324,820,1999,"L",36,"BASAL SCAR"
"411","Red-Tail Ridge",39.7003164651994,284.266454347404,805,1999,"L",36,"BASAL SCAR"
"412","Red-Tail Ridge",-117.562544119241,-105.111075630552,854,1999,"L",36,"along firebreak"
"413","Red-Tail Ridge",-121.746353899589,227.623307520305,823,1999,"L",37,"BASAL SCAR"
"414","Red-Tail Ridge",30.4222731417803,30.1052370342257,945,1999,"L",37,NA
"415","Red-Tail Ridge",242.26360289751,-31.1005472012744,573,1999,"L",37,NA
"416","Red-Tail Ridge",-50.8365711645422,108.037044721857,780,1999,"L",37,NA
"417","Red-Tail Ridge",-62.533370322589,253.947628972585,827,1999,"L",37,NA
"418","Red-Tail Ridge",76.7724164772187,-98.2653859110545,864,1999,"L",38,NA
"419","Red-Tail Ridge",-2.61698560043306,25.7674481927708,926,1999,"L",38,NA
"420","Red-Tail Ridge",-130.403962945653,228.625214785448,822,1999,"L",38,NA
"421","Red-Tail Ridge",-98.6710586720697,-60.2277525774703,851,1999,"L",38,"along firebreak"
"422","Red-Tail Ridge",-17.8194712701681,3.17434145164844,847,1999,"L",38,NA
"423","Red-Tail Ridge",417.548453441759,45.3709976698167,510,1999,"L",39,NA
"424","Red-Tail Ridge",-16.2275072558771,184.305814970381,797,1999,"L",39,NA
"425","Red-Tail Ridge",-55.6023650052271,29.1927560505255,845,1999,"L",39,NA
"426","Red-Tail Ridge",-24.925776181276,-6.26064547478392,921,1999,"L",39,NA
"427","Red-Tail Ridge",27.9383941365088,-88.0750028843207,947,1999,"L",39,NA
"428","Red-Tail Ridge",139.069499422618,-76.4549823774903,661,1999,"L",39,NA
"429","Red-Tail Ridge",96.0874641881686,8.91342952445494,681,1999,"L",39,"heavy Sapsucker damage"
"430","Red-Tail Ridge",-37.8144593602187,45.5489479932783,844,1999,"L",39,NA
"431","Red-Tail Ridge",-99.3509693830986,-74.8648441034816,853,1999,"L",39,"along firebreak"
"432","Red-Tail Ridge",25.4502269708577,-71.0811926400495,944,1999,"L",40,NA
"433","Red-Tail Ridge",-73.1962446603493,-30.7679990838255,965,1999,"L",40,NA
"434","Red-Tail Ridge",69.866181603131,-29.6568148694077,675,1999,"L",40,NA
"435","Red-Tail Ridge",-28.0757715409494,216.021372150649,736,1999,"L",40,NA
"436","Red-Tail Ridge",-92.5832676156065,224.106878738064,829,1999,"L",40,NA
"437","Red-Tail Ridge",-90.3069194334838,-39.82901332489,852,1999,"L",40,"along firebreak"
"438","Red-Tail Ridge",-20.3337442095641,-94.8448145468165,857,1999,"L",40,NA
"439","Red-Tail Ridge",340.409161459732,73.5263362653055,518,1999,"L",40,NA
"440","Red-Tail Ridge",19.1108526166006,189.641026177726,799,1999,"L",40,"Internal scar"
"441","Red-Tail Ridge",100.734400453188,282.293853953606,802,1999,"L",40,"BASAL SCAR; ROT-BLUE STAIN"
"442","Red-Tail Ridge",-71.6395073401407,143.065652719519,729,1999,"L",41,NA
"443","Red-Tail Ridge",46.6941758970393,4.38907020863812,930,1999,"L",41,NA
"444","Red-Tail Ridge",19.3952501722917,114.671331512084,840,1999,"L",41,NA
"445","Red-Tail Ridge",59.0081338601842,33.7940843689924,950,1999,"L",41,NA
"446","Red-Tail Ridge",420.498807997914,36.5124789498321,511,1999,"L",41,NA
"447","Red-Tail Ridge",115.296460583275,134.918947997769,910,1999,"L",41,NA
"448","Red-Tail Ridge",-142.242895853458,139.371763575571,724,1999,"L",42,NA
"449","Red-Tail Ridge",-12.2176593661423,-80.7813022896568,963,1999,"L",42,NA
"450","Red-Tail Ridge",309.256048628543,-33.8203448610543,617,1999,"L",42,"SMALL HEARTROT"
"451","Red-Tail Ridge",-11.1272318342644,132.533711604658,796,1999,"L",42,"Crown concentrated on dwnhill side; scar 5' tall"
"452","Red-Tail Ridge",324.095794766997,58.0181289871104,523,1999,"L",42,NA
"453","Red-Tail Ridge",152.328137355278,232.381443927829,549,1999,"L",42,NA
"454","Red-Tail Ridge",135.302741271249,241.225942554261,550,1999,"L",43,NA
"455","Red-Tail Ridge",261.010262325734,-14.5407759625341,614,1999,"L",44,NA
"456","Red-Tail Ridge",-29.710246681677,192.364987213201,735,1999,"L",44,NA
"457","Red-Tail Ridge",295.205083943901,161.212918326655,881,1999,"L",44,NA
"458","Red-Tail Ridge",-19.9564058541211,-40.5559103631715,961,1999,"L",44,NA
"459","Red-Tail Ridge",-96.6822958525302,256.609911633073,825,1999,"L",44,NA
"460","Red-Tail Ridge",470.005921228571,96.003820813815,551,1999,"L",44,NA
"461","Red-Tail Ridge",-79.5281280416817,259.388595363834,826,1999,"L",44,NA
"462","Red-Tail Ridge",393.548025690135,39.5341412011965,512,1999,"L",45,"Red-heart."
"463","Red-Tail Ridge",163.911989188049,-83.1582816105335,636,1999,"L",45,"on edge of firebreak"
"464","Red-Tail Ridge",-13.6341194447979,4.9356647946333,919,1999,"L",45,NA
"465","Red-Tail Ridge",178.079761862065,24.0767193602114,570,1999,"L",45,NA
"466","Red-Tail Ridge",195.257343372492,204.042996621598,899,1999,"L",45,"MULTIPLE CAVITIES"
"467","Red-Tail Ridge",501.024968986622,42.0281458937583,597,1999,"L",46,"BASAL SCAR"
"468","Red-Tail Ridge",191.427641807278,134.813810143348,534,1999,"L",46,"BESIDE OLD ROAD"
"469","Red-Tail Ridge",257.734070613432,-62.4341733983157,615,1999,"L",46,NA
"470","Red-Tail Ridge",26.3086082468908,86.5916112109691,786,1999,"L",46,NA
"471","Red-Tail Ridge",29.311189742908,126.960403889777,839,1999,"L",47,NA
"472","Red-Tail Ridge",-133.412652443337,96.5771927943306,772,1999,"L",47,NA
"473","Red-Tail Ridge",-116.990875635615,276.29648595173,818,1999,"L",48,NA
"474","Red-Tail Ridge",226.422536937895,87.1714789379916,592,1999,"L",48,NA
"475","Red-Tail Ridge",94.0151738871775,301.302814242972,803,1999,"L",48,NA
"476","Red-Tail Ridge",306.679736697192,35.1356679520139,559,1999,"L",49,NA
"477","Red-Tail Ridge",97.8105316349419,85.0250545503503,656,1999,"L",49,NA
"478","Red-Tail Ridge",397.353182313815,170.520907557348,703,1999,"L",49,NA
"479","Red-Tail Ridge",34.1699848502547,199.040623718348,759,1999,"L",50,NA
"480","Red-Tail Ridge",101.234038018456,214.292731234978,686,1999,"L",50,"BASAL SCAR"
"481","Red-Tail Ridge",-96.6940370245298,129.728575124754,728,1999,"L",50,NA
"482","Red-Tail Ridge",423.498078175803,126.543576393282,555,1999,"L",54,"15-D-2"
"483","Red-Tail Ridge",286.376448805776,15.4736363013814,613,1999,"L",54,NA
"484","Red-Tail Ridge",-110.98771955831,150.643672553522,726,1999,"L",56,NA
"485","Red-Tail Ridge",70.3801865308066,274.036496916199,804,1999,"L",56,NA
"486","Red-Tail Ridge",432.058298230357,102.491662806305,556,1999,"L",56,"15-D-1."
"487","Red-Tail Ridge",440.505790082144,151.196031311796,554,1999,"L",58,NA
"488","Red-Tail Ridge",341.125845105469,46.0985786304848,524,1999,"L",71,"15-D-3-Huge scar on southern side, OLDER."
"489","Caffey Hill",436.212629029538,275.364611450762,458,1999,"L",2,NA
"490","Caffey Hill",38.5869092918688,159.498778776833,222,1999,"L",2,"Adjacent to #219 w/blue flag."
"491","Caffey Hill",466.141560477729,117.623435232237,271,1999,"L",2,NA
"492","Caffey Hill",685.062878167026,203.600239827227,392,1999,"L",3,NA
"493","Caffey Hill",559.022509503714,203.738898029529,87,1999,"L",3,NA
"494","Caffey Hill",3.3461220339751,174.26787847258,108,1999,"L",3,NA
"495","Caffey Hill",64.0003760580571,-117.38671928471,34,1999,"L",3,NA
"496","Caffey Hill",55.535531139259,151.757585580031,100,1999,"L",3,NA
"497","Caffey Hill",625.447886361363,187.081287562297,382,1999,"L",3,NA
"498","Caffey Hill",37.2651484291546,156.422340835806,220,1999,"L",3,NA
"499","Caffey Hill",492.956128284917,270.04868940985,454,1999,"L",3,NA
"500","Caffey Hill",673.14065025949,198.719822098407,394,1999,"L",3,NA
"501","Caffey Hill",516.023211408999,281.084060902709,73,1999,"L",3,NA
"502","Caffey Hill",452.480126879887,126.271760832707,335,1999,"L",3,NA
"503","Caffey Hill",698.813893556335,210.882106864068,350,1999,"L",3,NA
"504","Caffey Hill",748.721149487148,201.073946174705,361,1999,"L",3,NA
"505","Caffey Hill",759.009236124429,220.5153267305,368,1999,"L",3,NA
"506","Caffey Hill",498.459478960092,180.000368401089,411,1999,"L",3,NA
"507","Caffey Hill",518.050024666739,237.686025002632,81,1999,"L",3,NA
"508","Caffey Hill",658.908078054752,199.216231915712,388,1999,"L",3,NA
"509","Caffey Hill",64.4864797424922,-110.800423872931,35,1999,"L",3,NA
"510","Caffey Hill",70.0192719532989,-111.190204402771,89,1999,"L",3,NA
"511","Caffey Hill",57.0703554051347,159.390917350806,105,1999,"L",3,NA
"512","Caffey Hill",468.376441520223,125.965437387096,299,1999,"L",3,NA
"513","Caffey Hill",627.257820204121,180.882766530618,384,1999,"L",3,NA
"514","Caffey Hill",464.470234544792,268.373688455155,432,1999,"L",3,NA
"515","Caffey Hill",578.204834399634,202.906371845337,482,1999,"L",3,NA
"516","Caffey Hill",72.6414868057569,-115.802005140883,90,1999,"L",4,NA
"517","Caffey Hill",482.097272302608,114.1583788001,330,1999,"L",4,NA
"518","Caffey Hill",669.629564899373,190.571544625777,395,1999,"L",4,NA
"519","Caffey Hill",267.633368285419,237.541325058261,469,1999,"L",4,NA
"520","Caffey Hill",47.481514570659,159.273179707308,106,1999,"L",4,NA
"521","Caffey Hill",32.906975496634,210.13905149606,107,1999,"L",4,NA
"522","Caffey Hill",625.042015609039,180.505723264356,300,1999,"L",4,NA
"523","Caffey Hill",625.023567080423,179.830110996798,377,1999,"L",4,NA
"524","Caffey Hill",494.957117095803,269.99509003195,455,1999,"L",4,NA
"525","Caffey Hill",621.309101421198,187.651898683697,383,1999,"L",4,NA
"526","Caffey Hill",369.731440425279,156.004631088057,254,1999,"L",4,NA
"527","Caffey Hill",478.206799094771,127.376342587117,323,1999,"L",4,NA
"528","Caffey Hill",303.093256193254,189.432367394061,437,1999,"L",4,NA
"529","Caffey Hill",530.820349389871,272.861328212462,55,1999,"L",4,NA
"530","Caffey Hill",585.537163214477,242.810271482168,61,1999,"L",4,NA
"531","Caffey Hill",525.438679799624,283.012369511866,76,1999,"L",4,NA
"532","Caffey Hill",642.531387508876,163.557400925498,336,1999,"L",4,NA
"533","Caffey Hill",628.376815167635,185.77916463689,381,1999,"L",4,NA
"534","Caffey Hill",621.825701900484,180.740445212734,385,1999,"L",4,NA
"535","Caffey Hill",518.554564500556,196.189846580132,409,1999,"L",4,NA
"536","Caffey Hill",480.324724469019,267.717766737355,452,1999,"L",4,NA
"537","Caffey Hill",72.3106138667696,-120.346728755754,92,1999,"L",4,NA
"538","Caffey Hill",461.862005310451,275.60639320725,453,1999,"L",4,NA
"539","Caffey Hill",502.116984476229,273.907904304888,50,1999,"L",4,NA
"540","Caffey Hill",528.179806412838,281.130579525381,78,1999,"L",4,NA
"541","Caffey Hill",-0.814090612762907,38.8914805127577,248,1999,"L",4,NA
"542","Caffey Hill",740.250006217662,207.863817961383,363,1999,"L",4,NA
"543","Caffey Hill",727.521708574202,220.580346911791,366,1999,"L",4,NA
"544","Caffey Hill",626.707772748265,175.986084150595,378,1999,"L",4,NA
"545","Caffey Hill",-55.4889483679267,111.785583189522,424,1999,"L",4,NA
"546","Caffey Hill",465.475027994733,268.57982056991,433,1999,"L",4,NA
"547","Caffey Hill",523.268382338012,276.461186559128,77,1999,"L",4,NA
"548","Caffey Hill",723.732083300316,222.398074685522,372,1999,"L",4,NA
"549","Caffey Hill",70.2367555052659,-119.717326131573,91,1999,"L",4,NA
"550","Caffey Hill",600.798874048928,184.516594893703,289,1999,"L",4,NA
"551","Caffey Hill",345.979732890154,158.615121506069,262,1999,"L",4,NA
"552","Caffey Hill",-62.0725632591806,125.59859430119,117,1999,"L",4,NA
"553","Caffey Hill",562.063913004831,250.580609247876,60,1999,"L",4,NA
"554","Caffey Hill",3.0140376391178,172.673696830496,142,1999,"L",4,NA
"555","Caffey Hill",495.519069901635,188.964140902973,478,1999,"L",4,NA
"556","Caffey Hill",75.6105541659272,155.713371611822,210,1999,"L",4,NA
"557","Caffey Hill",757.892288276305,196.845335109974,357,1999,"L",5,NA
"558","Caffey Hill",315.763384671166,137.186170590372,445,1999,"L",5,NA
"559","Caffey Hill",524.017853504529,204.754829292621,480,1999,"L",5,NA
"560","Caffey Hill",604.654435493677,201.241518901943,488,1999,"L",5,NA
"561","Caffey Hill",579.609954404983,202.979360354257,483,1999,"L",5,NA
"562","Caffey Hill",49.7973485557972,160.868841224186,121,1999,"L",5,"Broken top."
"563","Caffey Hill",466.468342124067,126.058644040715,275,1999,"L",5,NA
"564","Caffey Hill",364.502291389897,139.480955939314,447,1999,"L",5,NA
"565","Caffey Hill",602.030474499216,203.006987362666,487,1999,"L",5,NA
"566","Caffey Hill",74.5320740709189,-105.657275824654,8,1999,"L",5,NA
"567","Caffey Hill",597.641372577621,193.060913117459,486,1999,"L",5,NA
"568","Caffey Hill",630.693727017186,189.980721270326,387,1999,"L",5,NA
"569","Caffey Hill",-2.10978418440355,172.887127371286,112,1999,"L",5,NA
"570","Caffey Hill",455.587074224979,174.15205647713,319,1999,"L",5,NA
"571","Caffey Hill",519.60764820982,191.311658684919,408,1999,"L",5,NA
"572","Caffey Hill",54.7336665669403,164.535059316059,124,1999,"L",5,NA
"573","Caffey Hill",45.8117792504137,154.657592383663,228,1999,"L",5,NA
"574","Caffey Hill",532.144478229028,261.539455426066,56,1999,"L",5,NA
"575","Caffey Hill",167.747177364464,220.843460678444,460,1999,"L",5,NA
"576","Caffey Hill",58.936911486555,209.674224606712,140,1999,"L",5,NA
"577","Caffey Hill",69.2601704308058,160.819895510151,252,1999,"L",5,NA
"578","Caffey Hill",515.778026922432,169.792495476563,280,1999,"L",5,NA
"579","Caffey Hill",341.564938240014,237.49419715832,415,1999,"L",5,NA
"580","Caffey Hill",298.539149962836,190.08053129468,309,1999,"L",5,NA
"581","Caffey Hill",51.5541831128874,162.518971826562,126,1999,"L",5,NA
"582","Caffey Hill",556.892804275954,205.884047138074,86,1999,"L",5,NA
"583","Caffey Hill",664.212349466681,202.655155684805,389,1999,"L",5,NA
"584","Caffey Hill",-80.3296347673128,98.4964962734722,137,1999,"L",5,NA
"585","Caffey Hill",70.7528711340274,157.43186216993,229,1999,"L",5,NA
"586","Caffey Hill",623.028768584056,179.53525480787,284,1999,"L",5,NA
"587","Caffey Hill",25.2137737579701,142.994075446789,247,1999,"L",6,NA
"588","Caffey Hill",718.527636316481,238.530496802156,398,1999,"L",6,NA
"589","Caffey Hill",-61.9749257897478,95.801453920884,147,1999,"L",6,NA
"590","Caffey Hill",526.28486608917,268.690129985521,54,1999,"L",6,NA
"591","Caffey Hill",69.8279453167879,207.011731784663,143,1999,"L",6,NA
"592","Caffey Hill",356.593452781799,163.478480825758,261,1999,"L",6,NA
"593","Caffey Hill",48.4387663332836,171.178549813081,136,1999,"L",6,NA
"594","Caffey Hill",82.6494426495764,143.731380114832,249,1999,"L",6,NA
"595","Caffey Hill",66.2897332218288,-112.989695412364,88,1999,"L",6,NA
"596","Caffey Hill",615.563279085506,172.431490705878,380,1999,"L",6,NA
"597","Caffey Hill",735.590880585793,211.920084945254,365,1999,"L",6,NA
"598","Caffey Hill",-36.5676477117888,153.504550879857,101,1999,"L",6,NA
"599","Caffey Hill",80.9709644696304,161.844775899518,272,1999,"L",6,NA
"600","Caffey Hill",471.186514792332,127.187558580527,324,1999,"L",6,NA
"601","Caffey Hill",50.7646433357721,155.314233047045,246,1999,"L",6,NA
"602","Caffey Hill",55.8350642343089,162.156392417785,125,1999,"L",6,NA
"603","Caffey Hill",520.730889186792,265.678126191328,52,1999,"L",6,NA
"604","Caffey Hill",314.477657728623,128.354241302565,444,1999,"L",6,NA
"605","Caffey Hill",495.19387648077,271.810832347938,456,1999,"L",6,NA
"606","Caffey Hill",96.363826725732,160.375880040526,270,1999,"L",6,NA
"607","Caffey Hill",20.8323887824217,152.079786880499,232,1999,"L",6,NA
"608","Caffey Hill",750.712254453904,202.338357468252,360,1999,"L",6,NA
"609","Caffey Hill",202.805602865222,225.984111705496,422,1999,"L",6,NA
"610","Caffey Hill",45.5595218572996,159.937550212995,217,1999,"L",6,NA
"611","Caffey Hill",50.8076098807797,179.549844829235,123,1999,"L",6,NA
"612","Caffey Hill",474.432333603461,126.24732219879,325,1999,"L",6,NA
"613","Caffey Hill",468.247614267496,124.30671130119,274,1999,"L",6,NA
"614","Caffey Hill",679.704527893214,201.060213389099,391,1999,"L",6,NA
"615","Caffey Hill",554.57551056057,175.771912442377,53,1999,"L",6,NA
"616","Caffey Hill",71.8843004153037,171.005547728144,297,1999,"L",6,NA
"617","Caffey Hill",745.888479088687,251.437042659502,62,1999,"L",6,NA
"618","Caffey Hill",524.368922627361,227.891529736486,84,1999,"L",6,NA
"619","Caffey Hill",-0.995524876436614,142.896532254007,144,1999,"L",6,NA
"620","Caffey Hill",550.913554076003,161.961377586537,285,1999,"L",6,NA
"621","Caffey Hill",371.353486804509,124.774634731563,449,1999,"L",6,NA
"622","Caffey Hill",431.096562552407,198.612533346954,318,1999,"L",6,NA
"623","Caffey Hill",574.668164051299,144.53825879511,332,1999,"L",7,NA
"624","Caffey Hill",497.37519185022,174.923522073538,412,1999,"L",7,NA
"625","Caffey Hill",575.350661009527,144.425758244283,333,1999,"L",7,NA
"626","Caffey Hill",638.999408265214,190.211927936502,390,1999,"L",7,NA
"627","Caffey Hill",557.834426578027,190.261175737909,481,1999,"L",7,NA
"628","Caffey Hill",57.1864638958799,214.922005264899,141,1999,"L",7,NA
"629","Caffey Hill",-11.8175768084175,93.5565865045169,221,1999,"L",7,NA
"630","Caffey Hill",276.595429786024,200.994353636562,303,1999,"L",7,NA
"631","Caffey Hill",55.1399019515236,170.715995773028,132,1999,"L",7,NA
"632","Caffey Hill",72.0451182718515,206.426916623143,145,1999,"L",7,NA
"633","Caffey Hill",62.9951406332312,162.410751665644,134,1999,"L",7,NA
"634","Caffey Hill",752.29328194167,192.424395603669,356,1999,"L",7,NA
"635","Caffey Hill",125.090745199574,14.2518583144515,173,1999,"L",7,NA
"636","Caffey Hill",540.879232565562,270.194845955071,79,1999,"L",7,NA
"637","Caffey Hill",201.203135584262,226.641383079638,421,1999,"L",7,NA
"638","Caffey Hill",18.305296104661,153.512462472988,218,1999,"L",7,NA
"639","Caffey Hill",493.746307286683,274.526299670399,457,1999,"L",7,NA
"640","Caffey Hill",740.572843316233,209.528266906037,364,1999,"L",7,NA
"641","Caffey Hill",-14.7915618832449,156.50255492181,103,1999,"L",7,NA
"642","Caffey Hill",60.4463525912814,213.612355584621,119,1999,"L",7,NA
"643","Caffey Hill",338.617371509958,144.947822750817,461,1999,"L",7,NA
"644","Caffey Hill",305.541339630789,181.689352852731,438,1999,"L",7,NA
"645","Caffey Hill",737.937770281983,229.455053927243,376,1999,"L",7,NA
"646","Caffey Hill",743.965037312105,205.506161504789,362,1999,"L",7,NA
"647","Caffey Hill",56.4079785347013,207.992736263793,115,1999,"L",7,NA
"648","Caffey Hill",79.1429554258545,164.446473378,128,1999,"L",7,NA
"649","Caffey Hill",752.876641696462,214.905337989346,370,1999,"L",8,NA
"650","Caffey Hill",518.420415346265,274.143827746138,75,1999,"L",8,NA
"651","Caffey Hill",106.369984167807,-100.5901907153,427,1999,"L",8,NA
