 255   0 255
 255   0 255
 254   0 255
 253   0 255
 252   0 255
 251   0 255
 249   0 255
 246   0 255
 244   0 255
 241   0 255
 238   0 255
 234   0 255
 230   0 255
 225   0 255
 221   0 255
 216   0 255
 210   0 255
 204   0 255
 198   0 255
 192   0 255
 185   0 255
 178   0 255
 170   0 255
 163   0 255
 154   0 255
 146   0 255
 137   0 255
 128   0 255
 118   0 255
 108   0 255
  98   0 255
  87   0 255
  76   0 255
  65   0 255
  53   0 255
  41   0 255
  29   0 255
  16   0 255
   3   0 255
   0  11 255
   0  23 255
   0  36 255
   0  48 255
   0  60 255
   0  72 255
   0  83 255
   0  94 255
   0 104 255
   0 114 255
   0 124 255
   0 133 255
   0 142 255
   0 151 255
   0 159 255
   0 167 255
   0 175 255
   0 182 255
   0 189 255
   0 196 255
   0 202 255
   0 208 255
   0 214 255
   0 219 255
   0 224 255
   0 228 255
   0 232 255
   0 236 255
   0 240 255
   0 243 255
   0 245 255
   0 248 255
   0 250 255
   0 252 255
   0 253 255
   0 254 255
   0 255 255
   0 255 255
   0 255 255
   0 255 255
   0 255 254
   0 255 253
   0 255 251
   0 255 250
   0 255 247
   0 255 245
   0 255 242
   0 255 239
   0 255 235
   0 255 231
   0 255 227
   0 255 223
   0 255 218
   0 255 212
   0 255 207
   0 255 201
   0 255 195
   0 255 188
   0 255 181
   0 255 173
   0 255 166
   0 255 158
   0 255 149
   0 255 140
   0 255 131
   0 255 122
   0 255 112
   0 255 102
   0 255  91
   0 255  81
   0 255  69
   0 255  58
   0 255  46
   0 255  34
   0 255  21
   0 255   8
   5 255   0
  18 255   0
  31 255   0
  43 255   0
  55 255   0
  67 255   0
  78 255   0
  89 255   0
 100 255   0
 110 255   0
 120 255   0
 129 255   0
 139 255   0
 148 255   0
 156 255   0
 164 255   0
 172 255   0
 179 255   0
 186 255   0
 193 255   0
 200 255   0
 206 255   0
 211 255   0
 217 255   0
 222 255   0
 226 255   0
 231 255   0
 235 255   0
 238 255   0
 241 255   0
 244 255   0
 247 255   0
 249 255   0
 251 255   0
 252 255   0
 254 255   0
 254 255   0
 255 255   0
 255 255   0
 255 255   0
 255 254   0
 255 253   0
 255 252   0
 255 250   0
 255 248   0
 255 246   0
 255 243   0
 255 240   0
 255 237   0
 255 233   0
 255 229   0
 255 225   0
 255 220   0
 255 215   0
 255 209   0
 255 203   0
 255 197   0
 255 191   0
 255 184   0
 255 176   0
 255 169   0
 255 161   0
 255 153   0
 255 144   0
 255 135   0
 255 126   0
 255 116   0
 255 106   0
 255  96   0
 255  85   0
 255  74   0
 255  62   0
 255  51   0
 255  38   0
 255  26   0
 255  13   0
 255   0   0
