"MC","Timestep","ClassCode","CTCode","CTAbbr","SSCode","SSAbbr","Area"
1,51,"235013","5013","ArVth",23,"CLS",11.5
1,51,"233004","3004","JuSwg",23,"CLS",4.2
1,51,"113004","3004","JuSwg",11,"SIW",9
1,51,"142025","2025","JuWsi",14,"YMW",3.6
1,51,"152025","2025","JuWsi",15,"OMW",5
1,51,"214021","4021","NaFor",21,"OHB",.1
1,51,"215012","5012","NaPgr",21,"OHB",.3
1,51,"235074","5074","JuNbu",23,"CLS",.4
1,52,"211004","1004","GrFrb",21,"OHB",41.6
1,52,"245013","5013","ArVth",24,"OLS",25.2
1,52,"235013","5013","ArVth",23,"CLS",11.3
1,52,"233004","3004","JuSwg",23,"CLS",4.4
1,52,"113004","3004","JuSwg",11,"SIW",8.2
1,52,"142025","2025","JuWsi",14,"YMW",3.5
1,52,"152025","2025","JuWsi",15,"OMW",5
1,52,"214021","4021","NaFor",21,"OHB",0
1,52,"215012","5012","NaPgr",21,"OHB",.4
1,52,"235074","5074","JuNbu",23,"CLS",.4
1,53,"211004","1004","GrFrb",21,"OHB",42.1
1,53,"245013","5013","ArVth",24,"OLS",25.8
1,53,"235013","5013","ArVth",23,"CLS",11.3
1,53,"233004","3004","JuSwg",23,"CLS",4.4
1,53,"113004","3004","JuSwg",11,"SIW",7.2
1,53,"142025","2025","JuWsi",14,"YMW",3.4
1,53,"152025","2025","JuWsi",15,"OMW",5
1,53,"214021","4021","NaFor",21,"OHB",0
1,53,"215012","5012","NaPgr",21,"OHB",.4
1,53,"235074","5074","JuNbu",23,"CLS",.4
1,54,"211004","1004","GrFrb",21,"OHB",41.7
1,54,"245013","5013","ArVth",24,"OLS",26.8
1,54,"235013","5013","ArVth",23,"CLS",11.1
1,54,"233004","3004","JuSwg",23,"CLS",4.7
1,54,"113004","3004","JuSwg",11,"SIW",6.6
1,54,"142025","2025","JuWsi",14,"YMW",3.4
1,54,"152025","2025","JuWsi",15,"OMW",5
1,54,"214021","4021","NaFor",21,"OHB",0
1,54,"215012","5012","NaPgr",21,"OHB",.4
1,54,"235074","5074","JuNbu",23,"CLS",.3
1,55,"211004","1004","GrFrb",21,"OHB",39.9
1,55,"245013","5013","ArVth",24,"OLS",28.9
1,55,"235013","5013","ArVth",23,"CLS",11.6
1,55,"233004","3004","JuSwg",23,"CLS",4.6
1,55,"113004","3004","JuSwg",11,"SIW",5.9
1,55,"142025","2025","JuWsi",14,"YMW",3.4
1,55,"152025","2025","JuWsi",15,"OMW",5
1,55,"214021","4021","NaFor",21,"OHB",0
1,55,"215012","5012","NaPgr",21,"OHB",.4
1,55,"235074","5074","JuNbu",23,"CLS",.3
1,56,"211004","1004","GrFrb",21,"OHB",41.3
1,56,"245013","5013","ArVth",24,"OLS",27.6
1,56,"235013","5013","ArVth",23,"CLS",11.3
1,56,"233004","3004","JuSwg",23,"CLS",5.2
1,56,"113004","3004","JuSwg",11,"SIW",5.5
1,56,"142025","2025","JuWsi",14,"YMW",3.4
1,56,"152025","2025","JuWsi",15,"OMW",5
1,56,"214021","4021","NaFor",21,"OHB",0
1,56,"215012","5012","NaPgr",21,"OHB",.4
1,56,"235074","5074","JuNbu",23,"CLS",.3
1,57,"211004","1004","GrFrb",21,"OHB",42.6
1,57,"245013","5013","ArVth",24,"OLS",26.9
1,57,"235013","5013","ArVth",23,"CLS",11.3
1,57,"233004","3004","JuSwg",23,"CLS",5.5
1,57,"113004","3004","JuSwg",11,"SIW",4.6
1,57,"142025","2025","JuWsi",14,"YMW",3.4
1,57,"152025","2025","JuWsi",15,"OMW",5
1,57,"214021","4021","NaFor",21,"OHB",0
1,57,"215012","5012","NaPgr",21,"OHB",.3
1,57,"235074","5074","JuNbu",23,"CLS",.4
1,58,"211004","1004","GrFrb",21,"OHB",43.6
1,58,"245013","5013","ArVth",24,"OLS",26.6
1,58,"235013","5013","ArVth",23,"CLS",11.5
1,58,"233004","3004","JuSwg",23,"CLS",5.6
1,58,"113004","3004","JuSwg",11,"SIW",3.6
1,58,"142025","2025","JuWsi",14,"YMW",3.4
1,58,"152025","2025","JuWsi",15,"OMW",5
1,58,"214021","4021","NaFor",21,"OHB",0
1,58,"215012","5012","NaPgr",21,"OHB",.2
1,58,"235074","5074","JuNbu",23,"CLS",.5
1,59,"211004","1004","GrFrb",21,"OHB",45.7
1,59,"245013","5013","ArVth",24,"OLS",25.4
1,59,"235013","5013","ArVth",23,"CLS",11.4
1,59,"233004","3004","JuSwg",23,"CLS",5.2
1,59,"113004","3004","JuSwg",11,"SIW",3.3
1,59,"142025","2025","JuWsi",14,"YMW",3.2
1,59,"152025","2025","JuWsi",15,"OMW",5
1,59,"214021","4021","NaFor",21,"OHB",.1
1,59,"215012","5012","NaPgr",21,"OHB",.2
1,59,"235074","5074","JuNbu",23,"CLS",.5
1,60,"211004","1004","GrFrb",21,"OHB",45
1,60,"245013","5013","ArVth",24,"OLS",26.1
1,60,"235013","5013","ArVth",23,"CLS",11.5
1,60,"233004","3004","JuSwg",23,"CLS",5
1,60,"113004","3004","JuSwg",11,"SIW",3.4
1,60,"142025","2025","JuWsi",14,"YMW",3.2
1,60,"152025","2025","JuWsi",15,"OMW",5
1,60,"214021","4021","NaFor",21,"OHB",.1
1,60,"215012","5012","NaPgr",21,"OHB",.2
1,60,"235074","5074","JuNbu",23,"CLS",.5
1,61,"211004","1004","GrFrb",21,"OHB",45.4
1,61,"245013","5013","ArVth",24,"OLS",26
1,61,"235013","5013","ArVth",23,"CLS",11.4
1,61,"233004","3004","JuSwg",23,"CLS",5.4
1,61,"113004","3004","JuSwg",11,"SIW",2.8
1,61,"142025","2025","JuWsi",14,"YMW",3.2
1,61,"152025","2025","JuWsi",15,"OMW",5
1,61,"214021","4021","NaFor",21,"OHB",.1
1,61,"215012","5012","NaPgr",21,"OHB",.2
1,61,"235074","5074","JuNbu",23,"CLS",.5
1,62,"211004","1004","GrFrb",21,"OHB",45.9
1,62,"245013","5013","ArVth",24,"OLS",25.9
1,62,"235013","5013","ArVth",23,"CLS",11.4
1,62,"233004","3004","JuSwg",23,"CLS",5.4
1,62,"113004","3004","JuSwg",11,"SIW",2.4
1,62,"142025","2025","JuWsi",14,"YMW",3.2
1,62,"152025","2025","JuWsi",15,"OMW",5
1,62,"214021","4021","NaFor",21,"OHB",.1
1,62,"215012","5012","NaPgr",21,"OHB",.1
1,62,"235074","5074","JuNbu",23,"CLS",.6
1,63,"211004","1004","GrFrb",21,"OHB",44.9
1,63,"245013","5013","ArVth",24,"OLS",27.5
1,63,"235013","5013","ArVth",23,"CLS",11.2
1,63,"233004","3004","JuSwg",23,"CLS",5.4
1,63,"113004","3004","JuSwg",11,"SIW",2.1
1,63,"142025","2025","JuWsi",14,"YMW",3.1
1,63,"152025","2025","JuWsi",15,"OMW",5
1,63,"214021","4021","NaFor",21,"OHB",.1
1,63,"215012","5012","NaPgr",21,"OHB",.1
1,63,"235074","5074","JuNbu",23,"CLS",.6
1,64,"211004","1004","GrFrb",21,"OHB",47
1,64,"245013","5013","ArVth",24,"OLS",25.3
1,64,"235013","5013","ArVth",23,"CLS",11.8
1,64,"233004","3004","JuSwg",23,"CLS",5.6
1,64,"113004","3004","JuSwg",11,"SIW",1.6
1,64,"142025","2025","JuWsi",14,"YMW",3
1,64,"152025","2025","JuWsi",15,"OMW",5
1,64,"214021","4021","NaFor",21,"OHB",.1
1,64,"215012","5012","NaPgr",21,"OHB",.1
1,64,"235074","5074","JuNbu",23,"CLS",.5
1,65,"211004","1004","GrFrb",21,"OHB",48.3
1,65,"245013","5013","ArVth",24,"OLS",24.3
1,65,"235013","5013","ArVth",23,"CLS",11.5
1,65,"233004","3004","JuSwg",23,"CLS",4.9
1,65,"113004","3004","JuSwg",11,"SIW",2.4
1,65,"142025","2025","JuWsi",14,"YMW",3
1,65,"152025","2025","JuWsi",15,"OMW",5
1,65,"214021","4021","NaFor",21,"OHB",.1
1,65,"215012","5012","NaPgr",21,"OHB",.1
1,65,"235074","5074","JuNbu",23,"CLS",.4
1,66,"211004","1004","GrFrb",21,"OHB",48
1,66,"245013","5013","ArVth",24,"OLS",24.6
1,66,"235013","5013","ArVth",23,"CLS",11.8
1,66,"233004","3004","JuSwg",23,"CLS",5
1,66,"113004","3004","JuSwg",11,"SIW",2
1,66,"142025","2025","JuWsi",14,"YMW",3
1,66,"152025","2025","JuWsi",15,"OMW",5
1,66,"214021","4021","NaFor",21,"OHB",.1
1,66,"215012","5012","NaPgr",21,"OHB",.1
1,66,"235074","5074","JuNbu",23,"CLS",.4
1,67,"211004","1004","GrFrb",21,"OHB",46.7
1,67,"245013","5013","ArVth",24,"OLS",25.7
1,67,"235013","5013","ArVth",23,"CLS",12.1
1,67,"233004","3004","JuSwg",23,"CLS",5.1
1,67,"113004","3004","JuSwg",11,"SIW",1.9
1,67,"142025","2025","JuWsi",14,"YMW",2.9
1,67,"152025","2025","JuWsi",15,"OMW",5
1,67,"214021","4021","NaFor",21,"OHB",.1
1,67,"215012","5012","NaPgr",21,"OHB",.1
1,67,"235074","5074","JuNbu",23,"CLS",.4
1,68,"211004","1004","GrFrb",21,"OHB",45.7
1,68,"245013","5013","ArVth",24,"OLS",26.3
1,68,"235013","5013","ArVth",23,"CLS",12.8
1,68,"233004","3004","JuSwg",23,"CLS",5
1,68,"113004","3004","JuSwg",11,"SIW",1.6
1,68,"142025","2025","JuWsi",14,"YMW",3
1,68,"152025","2025","JuWsi",15,"OMW",5
1,68,"214021","4021","NaFor",21,"OHB",.1
1,68,"215012","5012","NaPgr",21,"OHB",.1
1,68,"235074","5074","JuNbu",23,"CLS",.4
1,69,"211004","1004","GrFrb",21,"OHB",43.5
1,69,"245013","5013","ArVth",24,"OLS",28.9
1,69,"235013","5013","ArVth",23,"CLS",12.9
1,69,"233004","3004","JuSwg",23,"CLS",5.2
1,69,"113004","3004","JuSwg",11,"SIW",1.2
1,69,"142025","2025","JuWsi",14,"YMW",2.7
1,69,"152025","2025","JuWsi",15,"OMW",5
1,69,"214021","4021","NaFor",21,"OHB",0
1,69,"215012","5012","NaPgr",21,"OHB",.2
1,69,"235074","5074","JuNbu",23,"CLS",.4
1,70,"211004","1004","GrFrb",21,"OHB",45
1,70,"245013","5013","ArVth",24,"OLS",27.4
1,70,"235013","5013","ArVth",23,"CLS",12.5
1,70,"233004","3004","JuSwg",23,"CLS",5.5
1,70,"113004","3004","JuSwg",11,"SIW",1.3
1,70,"142025","2025","JuWsi",14,"YMW",2.7
1,70,"152025","2025","JuWsi",15,"OMW",5
1,70,"214021","4021","NaFor",21,"OHB",0
1,70,"215012","5012","NaPgr",21,"OHB",.1
1,70,"235074","5074","JuNbu",23,"CLS",.5
1,71,"211004","1004","GrFrb",21,"OHB",43.9
1,71,"245013","5013","ArVth",24,"OLS",28.5
1,71,"235013","5013","ArVth",23,"CLS",12.7
1,71,"233004","3004","JuSwg",23,"CLS",5.2
1,71,"113004","3004","JuSwg",11,"SIW",1.5
1,71,"142025","2025","JuWsi",14,"YMW",2.6
1,71,"152025","2025","JuWsi",15,"OMW",5
1,71,"214021","4021","NaFor",21,"OHB",0
1,71,"215012","5012","NaPgr",21,"OHB",.2
1,71,"235074","5074","JuNbu",23,"CLS",.4
1,72,"211004","1004","GrFrb",21,"OHB",44.6
1,72,"245013","5013","ArVth",24,"OLS",27.9
1,72,"235013","5013","ArVth",23,"CLS",12.9
1,72,"233004","3004","JuSwg",23,"CLS",5
1,72,"113004","3004","JuSwg",11,"SIW",1.5
1,72,"142025","2025","JuWsi",14,"YMW",2.5
1,72,"152025","2025","JuWsi",15,"OMW",5
1,72,"214021","4021","NaFor",21,"OHB",0
1,72,"215012","5012","NaPgr",21,"OHB",.2
1,72,"235074","5074","JuNbu",23,"CLS",.4
1,73,"211004","1004","GrFrb",21,"OHB",45.5
1,73,"245013","5013","ArVth",24,"OLS",27.4
1,73,"235013","5013","ArVth",23,"CLS",12.8
1,73,"233004","3004","JuSwg",23,"CLS",5.1
1,73,"113004","3004","JuSwg",11,"SIW",1.2
1,73,"142025","2025","JuWsi",14,"YMW",2.4
1,73,"152025","2025","JuWsi",15,"OMW",5
1,73,"214021","4021","NaFor",21,"OHB",0
1,73,"215012","5012","NaPgr",21,"OHB",.2
1,73,"235074","5074","JuNbu",23,"CLS",.4
1,74,"211004","1004","GrFrb",21,"OHB",44.2
1,74,"245013","5013","ArVth",24,"OLS",28.8
1,74,"235013","5013","ArVth",23,"CLS",12.6
1,74,"233004","3004","JuSwg",23,"CLS",5.4
1,74,"113004","3004","JuSwg",11,"SIW",1
1,74,"142025","2025","JuWsi",14,"YMW",2.4
1,74,"152025","2025","JuWsi",15,"OMW",5
1,74,"214021","4021","NaFor",21,"OHB",0
1,74,"215012","5012","NaPgr",21,"OHB",.2
1,74,"235074","5074","JuNbu",23,"CLS",.4
1,75,"211004","1004","GrFrb",21,"OHB",43.8
1,75,"245013","5013","ArVth",24,"OLS",29.6
1,75,"235013","5013","ArVth",23,"CLS",12.3
1,75,"233004","3004","JuSwg",23,"CLS",5.8
1,75,"113004","3004","JuSwg",11,"SIW",.7
1,75,"142025","2025","JuWsi",14,"YMW",2.2
1,75,"152025","2025","JuWsi",15,"OMW",5
1,75,"214021","4021","NaFor",21,"OHB",0
1,75,"215012","5012","NaPgr",21,"OHB",.2
1,75,"235074","5074","JuNbu",23,"CLS",.4
1,76,"211004","1004","GrFrb",21,"OHB",44.6
1,76,"245013","5013","ArVth",24,"OLS",28.4
1,76,"235013","5013","ArVth",23,"CLS",12.6
1,76,"233004","3004","JuSwg",23,"CLS",5.8
1,76,"113004","3004","JuSwg",11,"SIW",1
1,76,"142025","2025","JuWsi",14,"YMW",2
1,76,"152025","2025","JuWsi",15,"OMW",5
1,76,"214021","4021","NaFor",21,"OHB",0
1,76,"215012","5012","NaPgr",21,"OHB",.2
1,76,"235074","5074","JuNbu",23,"CLS",.4
1,77,"211004","1004","GrFrb",21,"OHB",44.9
1,77,"245013","5013","ArVth",24,"OLS",28.2
1,77,"235013","5013","ArVth",23,"CLS",12.3
1,77,"233004","3004","JuSwg",23,"CLS",5.7
1,77,"113004","3004","JuSwg",11,"SIW",1.3
1,77,"142025","2025","JuWsi",14,"YMW",2
1,77,"152025","2025","JuWsi",15,"OMW",5
1,77,"214021","4021","NaFor",21,"OHB",0
1,77,"215012","5012","NaPgr",21,"OHB",.2
1,77,"235074","5074","JuNbu",23,"CLS",.4
1,78,"211004","1004","GrFrb",21,"OHB",45.2
1,78,"245013","5013","ArVth",24,"OLS",27.7
1,78,"235013","5013","ArVth",23,"CLS",12.8
1,78,"233004","3004","JuSwg",23,"CLS",5.6
1,78,"113004","3004","JuSwg",11,"SIW",1.2
1,78,"142025","2025","JuWsi",14,"YMW",2
1,78,"152025","2025","JuWsi",15,"OMW",5
1,78,"214021","4021","NaFor",21,"OHB",0
1,78,"215012","5012","NaPgr",21,"OHB",.2
1,78,"235074","5074","JuNbu",23,"CLS",.3
1,79,"211004","1004","GrFrb",21,"OHB",46.7
1,79,"245013","5013","ArVth",24,"OLS",26.7
1,79,"235013","5013","ArVth",23,"CLS",12.2
1,79,"233004","3004","JuSwg",23,"CLS",6.1
1,79,"113004","3004","JuSwg",11,"SIW",.9
1,79,"142025","2025","JuWsi",14,"YMW",1.9
1,79,"152025","2025","JuWsi",15,"OMW",5
1,79,"214021","4021","NaFor",21,"OHB",0
1,79,"215012","5012","NaPgr",21,"OHB",.1
1,79,"235074","5074","JuNbu",23,"CLS",.4
1,80,"211004","1004","GrFrb",21,"OHB",45.3
1,80,"245013","5013","ArVth",24,"OLS",28.6
1,80,"235013","5013","ArVth",23,"CLS",12.1
1,80,"233004","3004","JuSwg",23,"CLS",5.9
1,80,"113004","3004","JuSwg",11,"SIW",.8
1,80,"142025","2025","JuWsi",14,"YMW",1.8
1,80,"152025","2025","JuWsi",15,"OMW",5
1,80,"214021","4021","NaFor",21,"OHB",0
1,80,"215012","5012","NaPgr",21,"OHB",0
1,80,"235074","5074","JuNbu",23,"CLS",.5
1,81,"211004","1004","GrFrb",21,"OHB",46.1
1,81,"245013","5013","ArVth",24,"OLS",27.6
1,81,"235013","5013","ArVth",23,"CLS",12.6
1,81,"233004","3004","JuSwg",23,"CLS",5.7
1,81,"113004","3004","JuSwg",11,"SIW",.7
1,81,"142025","2025","JuWsi",14,"YMW",1.8
1,81,"152025","2025","JuWsi",15,"OMW",5
1,81,"214021","4021","NaFor",21,"OHB",0
1,81,"215012","5012","NaPgr",21,"OHB",0
1,81,"235074","5074","JuNbu",23,"CLS",.5
1,82,"211004","1004","GrFrb",21,"OHB",44.9
1,82,"245013","5013","ArVth",24,"OLS",28.3
1,82,"235013","5013","ArVth",23,"CLS",13.5
1,82,"233004","3004","JuSwg",23,"CLS",5.3
1,82,"113004","3004","JuSwg",11,"SIW",.7
1,82,"142025","2025","JuWsi",14,"YMW",1.9
1,82,"152025","2025","JuWsi",15,"OMW",5
1,82,"214021","4021","NaFor",21,"OHB",0
1,82,"215012","5012","NaPgr",21,"OHB",0
1,82,"235074","5074","JuNbu",23,"CLS",.4
1,83,"211004","1004","GrFrb",21,"OHB",44.6
1,83,"245013","5013","ArVth",24,"OLS",28.7
1,83,"235013","5013","ArVth",23,"CLS",13.6
1,83,"233004","3004","JuSwg",23,"CLS",5
1,83,"113004","3004","JuSwg",11,"SIW",.8
1,83,"142025","2025","JuWsi",14,"YMW",2
1,83,"152025","2025","JuWsi",15,"OMW",5
1,83,"214021","4021","NaFor",21,"OHB",0
1,83,"215012","5012","NaPgr",21,"OHB",0
1,83,"235074","5074","JuNbu",23,"CLS",.3
1,84,"211004","1004","GrFrb",21,"OHB",44.2
1,84,"245013","5013","ArVth",24,"OLS",28.8
1,84,"235013","5013","ArVth",23,"CLS",13.8
1,84,"233004","3004","JuSwg",23,"CLS",4.8
1,84,"113004","3004","JuSwg",11,"SIW",1.1
1,84,"142025","2025","JuWsi",14,"YMW",2
1,84,"152025","2025","JuWsi",15,"OMW",5
1,84,"214021","4021","NaFor",21,"OHB",0
1,84,"215012","5012","NaPgr",21,"OHB",0
1,84,"235074","5074","JuNbu",23,"CLS",.3
1,85,"211004","1004","GrFrb",21,"OHB",44.6
1,85,"245013","5013","ArVth",24,"OLS",28.5
1,85,"235013","5013","ArVth",23,"CLS",13.8
1,85,"233004","3004","JuSwg",23,"CLS",4.7
1,85,"113004","3004","JuSwg",11,"SIW",1.2
1,85,"142025","2025","JuWsi",14,"YMW",1.9
1,85,"152025","2025","JuWsi",15,"OMW",5
1,85,"214021","4021","NaFor",21,"OHB",0
1,85,"215012","5012","NaPgr",21,"OHB",0
1,85,"235074","5074","JuNbu",23,"CLS",.3
1,86,"211004","1004","GrFrb",21,"OHB",43.4
1,86,"245013","5013","ArVth",24,"OLS",29.5
1,86,"235013","5013","ArVth",23,"CLS",14.1
1,86,"233004","3004","JuSwg",23,"CLS",4.7
1,86,"113004","3004","JuSwg",11,"SIW",1.1
1,86,"142025","2025","JuWsi",14,"YMW",1.9
1,86,"152025","2025","JuWsi",15,"OMW",5
1,86,"214021","4021","NaFor",21,"OHB",0
1,86,"215012","5012","NaPgr",21,"OHB",0
1,86,"235074","5074","JuNbu",23,"CLS",.3
1,87,"211004","1004","GrFrb",21,"OHB",42.6
1,87,"245013","5013","ArVth",24,"OLS",30.1
1,87,"235013","5013","ArVth",23,"CLS",14.2
1,87,"233004","3004","JuSwg",23,"CLS",5
1,87,"113004","3004","JuSwg",11,"SIW",1
1,87,"142025","2025","JuWsi",14,"YMW",1.8
1,87,"152025","2025","JuWsi",15,"OMW",5
1,87,"214021","4021","NaFor",21,"OHB",0
1,87,"215012","5012","NaPgr",21,"OHB",0
1,87,"235074","5074","JuNbu",23,"CLS",.3
1,88,"211004","1004","GrFrb",21,"OHB",42.7
1,88,"245013","5013","ArVth",24,"OLS",29.7
1,88,"235013","5013","ArVth",23,"CLS",14.2
1,88,"233004","3004","JuSwg",23,"CLS",5.4
1,88,"113004","3004","JuSwg",11,"SIW",1
1,88,"142025","2025","JuWsi",14,"YMW",1.7
1,88,"152025","2025","JuWsi",15,"OMW",5
1,88,"214021","4021","NaFor",21,"OHB",0
1,88,"215012","5012","NaPgr",21,"OHB",0
1,88,"235074","5074","JuNbu",23,"CLS",.3
1,89,"211004","1004","GrFrb",21,"OHB",42.4
1,89,"245013","5013","ArVth",24,"OLS",29.6
1,89,"235013","5013","ArVth",23,"CLS",14.7
1,89,"233004","3004","JuSwg",23,"CLS",5.5
1,89,"113004","3004","JuSwg",11,"SIW",.8
1,89,"142025","2025","JuWsi",14,"YMW",1.7
1,89,"152025","2025","JuWsi",15,"OMW",5
1,89,"214021","4021","NaFor",21,"OHB",0
1,89,"215012","5012","NaPgr",21,"OHB",0
1,89,"235074","5074","JuNbu",23,"CLS",.3
1,90,"211004","1004","GrFrb",21,"OHB",44.1
1,90,"245013","5013","ArVth",24,"OLS",27.6
1,90,"235013","5013","ArVth",23,"CLS",14.7
1,90,"233004","3004","JuSwg",23,"CLS",5.5
1,90,"113004","3004","JuSwg",11,"SIW",1.1
1,90,"142025","2025","JuWsi",14,"YMW",1.7
1,90,"152025","2025","JuWsi",15,"OMW",5
1,90,"214021","4021","NaFor",21,"OHB",0
1,90,"215012","5012","NaPgr",21,"OHB",0
1,90,"235074","5074","JuNbu",23,"CLS",.3
1,91,"211004","1004","GrFrb",21,"OHB",43.1
1,91,"245013","5013","ArVth",24,"OLS",28.3
1,91,"235013","5013","ArVth",23,"CLS",14.8
1,91,"233004","3004","JuSwg",23,"CLS",5.9
1,91,"113004","3004","JuSwg",11,"SIW",.9
1,91,"142025","2025","JuWsi",14,"YMW",1.8
1,91,"152025","2025","JuWsi",15,"OMW",5
1,91,"214021","4021","NaFor",21,"OHB",0
1,91,"215012","5012","NaPgr",21,"OHB",0
1,91,"235074","5074","JuNbu",23,"CLS",.2
1,92,"211004","1004","GrFrb",21,"OHB",42.6
1,92,"245013","5013","ArVth",24,"OLS",28.8
1,92,"235013","5013","ArVth",23,"CLS",14.7
1,92,"233004","3004","JuSwg",23,"CLS",6
1,92,"113004","3004","JuSwg",11,"SIW",.9
1,92,"142025","2025","JuWsi",14,"YMW",1.8
1,92,"152025","2025","JuWsi",15,"OMW",5
1,92,"214021","4021","NaFor",21,"OHB",0
1,92,"215012","5012","NaPgr",21,"OHB",0
1,92,"235074","5074","JuNbu",23,"CLS",.2
1,93,"211004","1004","GrFrb",21,"OHB",42
1,93,"245013","5013","ArVth",24,"OLS",29.9
1,93,"235013","5013","ArVth",23,"CLS",14.1
1,93,"233004","3004","JuSwg",23,"CLS",6.3
1,93,"113004","3004","JuSwg",11,"SIW",.7
1,93,"142025","2025","JuWsi",14,"YMW",1.8
1,93,"152025","2025","JuWsi",15,"OMW",5
1,93,"214021","4021","NaFor",21,"OHB",0
1,93,"215012","5012","NaPgr",21,"OHB",0
1,93,"235074","5074","JuNbu",23,"CLS",.2
1,94,"211004","1004","GrFrb",21,"OHB",41.7
1,94,"245013","5013","ArVth",24,"OLS",30.2
1,94,"235013","5013","ArVth",23,"CLS",13.7
1,94,"233004","3004","JuSwg",23,"CLS",6.5
1,94,"113004","3004","JuSwg",11,"SIW",1
1,94,"142025","2025","JuWsi",14,"YMW",1.7
1,94,"152025","2025","JuWsi",15,"OMW",5
1,94,"214021","4021","NaFor",21,"OHB",0
1,94,"215012","5012","NaPgr",21,"OHB",0
1,94,"235074","5074","JuNbu",23,"CLS",.2
1,95,"211004","1004","GrFrb",21,"OHB",41.6
1,95,"245013","5013","ArVth",24,"OLS",30.1
1,95,"235013","5013","ArVth",23,"CLS",14
1,95,"233004","3004","JuSwg",23,"CLS",6.4
1,95,"113004","3004","JuSwg",11,"SIW",1
1,95,"142025","2025","JuWsi",14,"YMW",1.7
1,95,"152025","2025","JuWsi",15,"OMW",5
1,95,"214021","4021","NaFor",21,"OHB",0
1,95,"215012","5012","NaPgr",21,"OHB",0
1,95,"235074","5074","JuNbu",23,"CLS",.2
1,96,"211004","1004","GrFrb",21,"OHB",41.4
1,96,"245013","5013","ArVth",24,"OLS",29.9
1,96,"235013","5013","ArVth",23,"CLS",14.2
1,96,"233004","3004","JuSwg",23,"CLS",6.6
1,96,"113004","3004","JuSwg",11,"SIW",1.1
1,96,"142025","2025","JuWsi",14,"YMW",1.6
1,96,"152025","2025","JuWsi",15,"OMW",5
1,96,"214021","4021","NaFor",21,"OHB",0
1,96,"215012","5012","NaPgr",21,"OHB",0
1,96,"235074","5074","JuNbu",23,"CLS",.2
1,97,"211004","1004","GrFrb",21,"OHB",42.4
1,97,"245013","5013","ArVth",24,"OLS",28.6
1,97,"235013","5013","ArVth",23,"CLS",14.4
1,97,"233004","3004","JuSwg",23,"CLS",6.7
1,97,"113004","3004","JuSwg",11,"SIW",1.1
1,97,"142025","2025","JuWsi",14,"YMW",1.6
1,97,"152025","2025","JuWsi",15,"OMW",5
1,97,"214021","4021","NaFor",21,"OHB",0
1,97,"215012","5012","NaPgr",21,"OHB",0
1,97,"235074","5074","JuNbu",23,"CLS",.2
1,98,"211004","1004","GrFrb",21,"OHB",42.8
1,98,"245013","5013","ArVth",24,"OLS",28.2
1,98,"235013","5013","ArVth",23,"CLS",14.3
1,98,"233004","3004","JuSwg",23,"CLS",6.9
1,98,"113004","3004","JuSwg",11,"SIW",1
1,98,"142025","2025","JuWsi",14,"YMW",1.6
1,98,"152025","2025","JuWsi",15,"OMW",5
1,98,"214021","4021","NaFor",21,"OHB",0
1,98,"215012","5012","NaPgr",21,"OHB",0
1,98,"235074","5074","JuNbu",23,"CLS",.2
1,99,"211004","1004","GrFrb",21,"OHB",42
1,99,"245013","5013","ArVth",24,"OLS",28.7
1,99,"235013","5013","ArVth",23,"CLS",14.6
1,99,"233004","3004","JuSwg",23,"CLS",6.6
1,99,"113004","3004","JuSwg",11,"SIW",1.3
1,99,"142025","2025","JuWsi",14,"YMW",1.6
1,99,"152025","2025","JuWsi",15,"OMW",5
1,99,"214021","4021","NaFor",21,"OHB",0
1,99,"215012","5012","NaPgr",21,"OHB",0
1,99,"235074","5074","JuNbu",23,"CLS",.2
1,100,"211004","1004","GrFrb",21,"OHB",41.5
1,100,"245013","5013","ArVth",24,"OLS",29.3
1,100,"235013","5013","ArVth",23,"CLS",14.6
1,100,"233004","3004","JuSwg",23,"CLS",6.5
1,100,"113004","3004","JuSwg",11,"SIW",1.3
1,100,"142025","2025","JuWsi",14,"YMW",1.7
1,100,"152025","2025","JuWsi",15,"OMW",5
1,100,"214021","4021","NaFor",21,"OHB",0
1,100,"215012","5012","NaPgr",21,"OHB",0
1,100,"235074","5074","JuNbu",23,"CLS",.1
